id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EN_H	CM|EP	CM|FB_H	CM|UN	EN_H|CM	EN_H|EN_H	EN_H|EP	EN_H|FB_H	EN_H|UN	EP|CM	EP|EN_H	EP|EP	EP|FB_H	EP|UN	FB_H|CM	FB_H|EN_H	FB_H|EP	FB_H|FB_H	FB_H|UN	UN|CM	UN|EN_H	UN|EP	UN|FB_H	UN|UN
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.015	0.0	0.0	0.014	0.0	0.066	0.0	0.0	0.065	0.0	0.005	0.0	0.0	0.004	0.0	0.047	0.0	0.0	0.046	0.0	0.008	0.0	0.0	0.007	0.0
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.02	0.023	0.312	0.026	0.026	0.0	0.0	0.0	0.0	0.0	0.478	0.481	0.77	0.485	0.484	0.03	0.033	0.322	0.036	0.036	0.01	0.012	0.301	0.016	0.015
CPI-SS086CB298F	APLN_APLNR	simple:Q9ULZ1	simple:P35414	APLN	APLNR	True	False	True	curated	False	Ligand-Receptor	Signaling by Apelin	0.005	0.231	0.0	0.064	0.0	0.351	0.577	0.0	0.41	0.0	0.004	0.23	0.0	0.063	0.0	0.013	0.239	0.0	0.072	0.0	0.003	0.229	0.0	0.062	0.0
CPI-SS0E4E83C2E	BDNF_NGFR	simple:P23560	simple:P08138	BDNF	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.031	0.021	0.0	0.104	0.011	0.039	0.029	0.0	0.111	0.019	0.0	0.0	0.0	0.0	0.0	0.033	0.023	0.0	0.105	0.013	0.031	0.021	0.0	0.103	0.011
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.005	0.01	0.0	0.116	0.01	0.012	0.017	0.0	0.123	0.017	0.0	0.0	0.0	0.0	0.0	0.006	0.011	0.0	0.117	0.011	0.004	0.01	0.0	0.115	0.009
CPI-SS0E3AA6B7B	NTN4_NTRK2	simple:Q9HB63	simple:Q16620	NTN4	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.003	0.008	0.0	0.114	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.013	0.0	0.119	0.013	0.0	0.0	0.0	0.0	0.0
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.317	0.035	0.033	0.078	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.316	0.034	0.032	0.077	0.085	0.315	0.034	0.032	0.076	0.084
CPI-SS0626DF0EB	LRRTM3_NRXN1	simple:Q86VH5	simple:Q9ULB1	LRRTM3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.319	0.037	0.035	0.08	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.315	0.033	0.031	0.076	0.083	0.343	0.061	0.059	0.104	0.111
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.316	0.035	0.033	0.077	0.085	0.317	0.036	0.034	0.078	0.086	0.0	0.0	0.0	0.0	0.0	0.322	0.041	0.039	0.083	0.091	0.316	0.034	0.032	0.077	0.084
CPI-SS0CCB5F46B	NLGN4Y_NRXN1	simple:Q8NFZ3	simple:Q9ULB1	NLGN4Y	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.327	0.045	0.043	0.088	0.095	0.349	0.067	0.065	0.11	0.118	0.33	0.048	0.046	0.091	0.098	0.341	0.059	0.057	0.102	0.109	0.326	0.044	0.042	0.087	0.095
CPI-SS093707FE0	CLSTN2_NRXN2	simple:Q9H4D0	simple:P58401	CLSTN2	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.005	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.013	0.0	0.003	0.0	0.0	0.013	0.0
CPI-SS08D8F6957	LRRTM3_NRXN2	simple:Q86VH5	simple:P58401	LRRTM3	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.006	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.012	0.0	0.031	0.0	0.0	0.04	0.0
CPI-SS06157E5AF	LRRTM4_NRXN2	simple:Q86VH4	simple:P58401	LRRTM4	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.004	0.0	0.0	0.014	0.0	0.005	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.02	0.0	0.004	0.0	0.0	0.013	0.0
CPI-SS07C26C799	NLGN4Y_NRXN2	simple:Q8NFZ3	simple:P58401	NLGN4Y	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.014	0.0	0.0	0.024	0.0	0.037	0.0	0.0	0.046	0.0	0.018	0.0	0.0	0.027	0.0	0.028	0.0	0.0	0.038	0.0	0.014	0.0	0.0	0.023	0.0
CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	CXCL10	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.011	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.013	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.084	0.095	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.061	0.108	0.0	0.0	0.067	0.078	0.125	0.0	0.0	0.025	0.036	0.083	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.088	0.209	0.0	0.202	0.088	0.0	0.0	0.0	0.0	0.0	0.054	0.175	0.0	0.168	0.054	0.071	0.192	0.0	0.185	0.071	0.029	0.15	0.0	0.143	0.029
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.009	0.13	0.0	0.123	0.009	0.0	0.0	0.0	0.0	0.0	0.06	0.18	0.0	0.173	0.059	0.017	0.137	0.0	0.13	0.016	0.006	0.127	0.0	0.12	0.006
CPI-CS0406B0B69	Cholesterol_byLIPA_RORA	complex:Cholesterol_byLIPA	simple:P35398		RORA	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol	0.157	0.189	0.154	0.155	0.195	0.3	0.332	0.297	0.298	0.338	0.249	0.281	0.246	0.246	0.287	0.455	0.487	0.452	0.453	0.493	0.152	0.185	0.15	0.15	0.191
CPI-SS0F62347D4	C1QL1_ADGRB3	simple:O75973	simple:O60242	C1QL1	ADGRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	0.024	0.028	0.0	0.059	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.014	0.0	0.044	0.021	0.012	0.016	0.0	0.047	0.023
CPI-SC0037338E6	IHH_PTCH_BOC_transmembrane_receptor	simple:Q14623	complex:PTCH_BOC_transmembrane_receptor	IHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Indian hedgehog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.036	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0C3E862AA	IHH_PTCH_GAS1_transmembrane_receptor	simple:Q14623	complex:PTCH_GAS1_transmembrane_receptor	IHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Indian hedgehog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.072	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS055233B99	IHH_HHIP	simple:Q14623	simple:Q96QV1	IHH	HHIP	True	False	False	curated	False	Ligand-Ligand	Signaling by Indian hedgehog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.033	0.0	0.029	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D8632EB4	EDN1_EDNRA	simple:P05305	simple:P25101	EDN1	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.055	0.0	0.002	0.094	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.016	0.107	0.027	0.0	0.0	0.0	0.0	0.0
CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	EDN2	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.055	0.0	0.002	0.094	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03D5CBF55	EDN3_EDNRA	simple:P14138	simple:P25101	EDN3	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.054	0.0	0.002	0.094	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C70ADA28	EFNA5_EPHA3	simple:P52803	simple:P29320	EFNA5	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.073	0.0	0.017	0.088	0.056	0.064	0.0	0.007	0.078	0.047	0.061	0.0	0.005	0.076	0.044	0.115	0.0	0.058	0.129	0.098	0.069	0.0	0.012	0.083	0.052
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.24	0.031	0.031	0.024	0.125	0.23	0.021	0.021	0.014	0.115	0.228	0.018	0.019	0.012	0.113	0.282	0.072	0.072	0.065	0.166	0.235	0.026	0.026	0.019	0.12
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.269	0.06	0.06	0.053	0.154	0.404	0.194	0.194	0.187	0.288	0.259	0.049	0.05	0.043	0.144	0.273	0.063	0.064	0.056	0.157	0.246	0.036	0.037	0.03	0.131
CPI-SS068ACD209	EFNA5_EPHB2	simple:P52803	simple:P29323	EFNA5	EPHB2	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.055	0.0	0.0	0.044	0.025	0.045	0.0	0.0	0.034	0.015	0.043	0.0	0.0	0.032	0.013	0.097	0.0	0.0	0.086	0.067	0.05	0.0	0.0	0.039	0.02
CPI-SS0ECC9DF3E	EFNB2_EPHB2	simple:P52799	simple:P29323	EFNB2	EPHB2	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.084	0.0	0.0	0.073	0.054	0.219	0.0	0.0	0.208	0.189	0.074	0.0	0.0	0.063	0.044	0.088	0.0	0.0	0.077	0.058	0.061	0.0	0.0	0.05	0.031
CPI-SS05ABE6795	EFNB2_EPHB6	simple:P52799	simple:O15197	EFNB2	EPHB6	True	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.05	0.047	0.061	0.135	0.052	0.184	0.182	0.196	0.27	0.186	0.039	0.037	0.051	0.125	0.041	0.053	0.051	0.065	0.139	0.055	0.026	0.024	0.038	0.112	0.028
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.092	0.094	0.229	0.216	0.101	0.099	0.101	0.237	0.223	0.109	0.279	0.28	0.416	0.402	0.288	0.053	0.055	0.191	0.177	0.063	0.054	0.056	0.191	0.178	0.063
CPI-SS09947DDD9	EGF_EGFR	simple:P01133	simple:P00533	EGF	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.025	0.026	0.162	0.148	0.034	0.009	0.01	0.146	0.132	0.018	0.008	0.01	0.146	0.132	0.018	0.01	0.012	0.147	0.133	0.019	0.038	0.04	0.176	0.162	0.048
CPI-SS0430C8A78	FLRT1_ADGRL3	simple:Q9NZU1	simple:Q9HAR2	FLRT1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.043	0.0	0.009	0.015	0.031	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.011	0.017	0.032	0.041	0.0	0.008	0.014	0.029	0.043	0.0	0.009	0.015	0.031
CPI-CS059C42E4B	TENM3_FLRT1_complex_ADGRL3	complex:TENM3_FLRT1_complex	simple:Q9HAR2		ADGRL3	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.043	0.0	0.009	0.015	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.008	0.014	0.029	0.043	0.0	0.009	0.015	0.031
CPI-SS0474E1C15	FLRT2_ADGRL3	simple:O43155	simple:Q9HAR2	FLRT2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.069	0.0	0.035	0.041	0.056	0.072	0.0	0.039	0.045	0.06	0.047	0.0	0.013	0.019	0.035	0.103	0.0	0.07	0.076	0.091	0.064	0.0	0.031	0.037	0.052
CPI-SS052641D5A	FLRT3_ADGRL3	simple:Q9NZU0	simple:Q9HAR2	FLRT3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.046	0.0	0.012	0.018	0.034	0.062	0.0	0.028	0.034	0.049	0.114	0.0	0.081	0.087	0.102	0.062	0.0	0.028	0.034	0.05	0.042	0.0	0.009	0.015	0.03
CPI-CS0D62B1695	TENM3_FLRT3_complex_ADGRL3	complex:TENM3_FLRT3_complex	simple:Q9HAR2		ADGRL3	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.046	0.0	0.012	0.018	0.034	0.049	0.0	0.015	0.021	0.037	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.028	0.034	0.05	0.042	0.0	0.009	0.015	0.03
CPI-SS038A612D7	TENM1_ADGRL3	simple:Q9UKZ4	simple:Q9HAR2	TENM1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.041	0.0	0.008	0.014	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.008	0.014	0.029
CPI-SS0BCB3D402	TENM2_ADGRL3	simple:Q9NT68	simple:Q9HAR2	TENM2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.054	0.0	0.021	0.027	0.042	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.013	0.019	0.035	0.099	0.0	0.065	0.071	0.087	0.052	0.0	0.019	0.025	0.04
CPI-SS0EA023E51	TENM3_ADGRL3	simple:Q9P273	simple:Q9HAR2	TENM3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.066	0.0	0.033	0.039	0.054	0.049	0.0	0.015	0.021	0.037	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.118	0.124	0.139	0.057	0.0	0.023	0.029	0.045
CPI-SS01F00A48A	TENM4_ADGRL3	simple:Q6N022	simple:Q9HAR2	TENM4	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.069	0.0	0.036	0.042	0.057	0.042	0.0	0.009	0.015	0.03	0.048	0.0	0.014	0.02	0.036	0.072	0.0	0.039	0.045	0.06	0.067	0.0	0.033	0.039	0.054
CPI-SS08BFFB96E	FLRT3_ADGRL2	simple:Q9NZU0	simple:O95490	FLRT3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.039	0.399	0.019	0.268	0.037	0.055	0.414	0.035	0.283	0.053	0.108	0.467	0.087	0.336	0.106	0.055	0.415	0.035	0.284	0.053	0.036	0.395	0.016	0.264	0.034
CPI-CS049AAD8F5	TENM2_FLRT3_complex_ADGRL2	complex:TENM2_FLRT3_complex	simple:O95490		ADGRL2	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.039	0.399	0.019	0.268	0.037	0.0	0.0	0.0	0.0	0.0	0.04	0.4	0.02	0.269	0.038	0.055	0.415	0.035	0.284	0.053	0.036	0.395	0.016	0.264	0.034
CPI-SS083BB1EB3	TENM1_ADGRL2	simple:Q9UKZ4	simple:O95490	TENM1	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.035	0.394	0.014	0.263	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.394	0.014	0.263	0.033
CPI-SS021718DBF	TENM2_ADGRL2	simple:Q9NT68	simple:O95490	TENM2	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.048	0.407	0.027	0.276	0.046	0.0	0.0	0.0	0.0	0.0	0.04	0.4	0.02	0.269	0.038	0.092	0.452	0.072	0.321	0.09	0.046	0.405	0.025	0.274	0.044
CPI-SS075F456AF	TENM3_ADGRL2	simple:Q9P273	simple:O95490	TENM3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.059	0.419	0.039	0.288	0.058	0.042	0.402	0.022	0.27	0.04	0.0	0.0	0.0	0.0	0.0	0.144	0.504	0.124	0.373	0.143	0.05	0.41	0.03	0.279	0.048
CPI-SS0FD44484F	TENM4_ADGRL2	simple:Q6N022	simple:O95490	TENM4	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.062	0.422	0.042	0.291	0.061	0.036	0.395	0.016	0.264	0.034	0.041	0.4	0.021	0.269	0.039	0.065	0.425	0.045	0.294	0.063	0.06	0.419	0.04	0.288	0.058
CPI-CS0215886EA	LTC4_byLTC4S_CYSLTR1	complex:LTC4_byLTC4S	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.022	0.295	0.0	0.026	0.025	0.0	0.0	0.0	0.0	0.0	0.041	0.315	0.0	0.046	0.044	0.01	0.283	0.0	0.014	0.013	0.004	0.277	0.0	0.008	0.007
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Midkine	0.481	0.0	0.0	0.0	0.482	0.047	0.0	0.0	0.0	0.047	0.585	0.0	0.0	0.0	0.585	1.102	0.0	0.0	0.0	1.103	0.187	0.0	0.0	0.0	0.187
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	0.235	0.0	0.0	0.0	0.235	0.007	0.0	0.0	0.0	0.007	0.024	0.0	0.0	0.0	0.025	0.704	0.0	0.0	0.0	0.704	0.075	0.0	0.0	0.0	0.076
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.104	0.44	0.016	0.038	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.437	0.012	0.034	0.049	0.104	0.441	0.017	0.039	0.053
CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.053	0.071	0.049	0.139	0.039	0.42	0.438	0.416	0.506	0.406	1.077	1.095	1.073	1.163	1.063	1.197	1.215	1.193	1.283	1.183	0.133	0.151	0.129	0.219	0.119
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.108	0.126	0.104	0.194	0.094	0.26	0.279	0.256	0.346	0.246	0.075	0.094	0.072	0.161	0.061	0.206	0.225	0.203	0.292	0.192	0.085	0.103	0.081	0.171	0.071
CPI-SS0263EFDDF	JAG2_NOTCH3	simple:Q9Y219	simple:Q9UM47	JAG2	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.055	0.074	0.052	0.141	0.041	0.131	0.149	0.127	0.217	0.117	0.0	0.0	0.0	0.0	0.0	0.032	0.051	0.029	0.118	0.018	0.058	0.076	0.054	0.144	0.044
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	DLK1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.035	0.198	0.032	0.038	0.035	0.402	0.564	0.399	0.405	0.402	1.059	1.222	1.056	1.063	1.06	1.179	1.341	1.175	1.182	1.179	0.115	0.278	0.112	0.118	0.115
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.09	0.253	0.087	0.093	0.09	0.243	0.405	0.239	0.246	0.243	0.058	0.22	0.054	0.061	0.058	0.189	0.351	0.185	0.192	0.189	0.067	0.23	0.064	0.07	0.067
CPI-SS096F3E0F2	JAG2_NOTCH4	simple:Q9Y219	simple:Q99466	JAG2	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.038	0.2	0.034	0.041	0.038	0.113	0.275	0.11	0.116	0.113	0.0	0.0	0.0	0.0	0.0	0.015	0.177	0.011	0.018	0.015	0.04	0.203	0.037	0.043	0.04
CPI-SS0D97012FB	PENK_OPRM1	simple:P01210	simple:P35372	PENK	OPRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.468	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0
