0	HOWT_1	HOWT_2	HOWT_3	HOET_1	HOET_2	HOET_3
LOC100287944	0	0	1	0	2	0
LOC100288069	128	148	204	73	144	126
LOC100288123	0	0	0	0	0	1
LOC100288152	248	371	402	312	387	395
LOC100288162	1	0	1	0	2	0
LOC100288181	3	1	5	5	0	7
LOC100288254	0	1	0	0	0	0
LOC100288570	0	0	0	0	0	0
LOC100288637	163	225	235	46	34	46
LOC100288748	0	0	0	0	0	0
LOC100288778	137	244	324	177	230	213
LOC100288798	31	63	72	26	32	29
LOC100288842	7	12	10	3	2	3
LOC100288846	13	3	8	4	8	7
LOC100288866	0	0	0	0	0	0
LOC100288911	1	5	5	2	2	1
LOC100288966	0	0	0	0	0	0
LOC100289230	38	48	43	18	31	35
LOC100289333	7	6	0	1	0	0
LOC100289361	3	12	13	8	2	7
LOC100289473	4	0	3	3	4	5
LOC100289495	18	35	39	21	19	28
LOC100289511	3	4	5	4	4	4
LOC100289561	9	16	14	12	14	8
LOC100289580	5	9	3	1	3	4
LOC100289650	0	3	0	1	0	0
LOC100289656	0	0	0	0	0	0
LOC100289673	0	0	0	0	0	0
LOC100294145	461	533	630	123	147	143
LOC100294362	49	46	59	20	17	14
LOC100303749	0	0	0	0	0	0
LOC100335030	8	5	7	3	1	2
LOC100379224	53	66	68	26	28	21
LOC100419583	451	560	609	570	675	728
LOC100420587	1	0	2	0	1	0
LOC100421746	0	0	0	0	0	0
LOC100422212	0	0	0	0	0	0
LOC100422556	1	1	5	0	1	1
LOC100422737	0	2	1	0	0	0
LOC100499194	0	0	0	0	0	0
LOC100499484	22	21	28	1	7	3
LOC100499484-C9ORF174	0	2	1	0	0	1
LOC100499489	20	42	41	5	15	19
LOC100500773	0	0	0	0	0	0
LOC100505478	0	0	0	0	0	0
LOC100505515	0	0	0	0	0	0
LOC100505530	0	0	0	0	0	0
LOC100505549	36	29	22	7	14	10
LOC100505622	0	0	0	0	0	0
LOC100505625	6	6	6	1	0	5
LOC100505635	0	2	1	0	0	2
LOC100505658	0	0	0	0	0	0
LOC100505666	14	31	30	11	8	7
LOC100505715	99	84	111	46	48	42
LOC100505716	0	0	0	0	0	0
LOC100505736	0	0	0	0	0	0
LOC100505782	0	0	0	0	0	0
LOC100505795	0	0	0	0	0	0
LOC100505817	0	0	0	0	0	0
LOC100505841	0	0	0	0	0	0
LOC100505878	0	0	0	0	0	0
LOC100505887	0	0	0	0	0	0
LOC100505912	4	5	6	2	2	0
LOC100505915	4	7	4	0	0	0
LOC100505918	0	0	0	0	0	2
LOC100505920	3	0	0	1	0	0
LOC100505921	2	3	0	0	0	0
LOC100505938	17	22	28	31	28	17
LOC100505942	2	10	3	1	11	14
LOC100505978	1	1	2	6	6	1
LOC100505984	5	5	5	0	5	1
LOC100506022	1	5	14	0	1	0
LOC100506023	33	32	54	39	16	31
LOC100506071	1	0	1	0	0	0
LOC100506076	0	0	0	0	0	0
LOC100506082	0	0	1	0	0	0
LOC100506083	24	21	19	10	5	7
LOC100506085	0	0	0	0	0	0
LOC100506100	12	28	17	15	9	8
LOC100506122	0	0	0	0	0	0
LOC100506123	0	0	0	0	0	0
LOC100506124	38	32	51	37	42	33
LOC100506125	4	6	6	0	1	0
LOC100506127	360	352	545	56	39	36
LOC100506136	4	7	2	3	6	3
LOC100506142	0	0	0	0	0	0
LOC100506159	0	0	1	0	0	0
LOC100506175	0	0	0	0	0	0
LOC100506178	23	37	35	6	9	6
LOC100506188	0	0	0	0	0	0
LOC100506207	13	4	22	3	3	5
LOC100506258	31	22	40	14	18	8
LOC100506271	0	0	0	0	0	0
LOC100506272	0	0	0	0	0	0
LOC100506274	1	0	2	0	0	0
LOC100506281	0	0	0	2	0	0
LOC100506302	33	36	38	15	40	21
LOC100506314	0	0	0	0	0	0
LOC100506321	0	0	0	0	0	0
LOC100506368	25	40	25	12	14	16
LOC100506371	0	0	0	0	0	1
LOC100506384	0	0	0	0	0	0
LOC100506388	0	1	0	0	0	0
LOC100506393	0	0	1	1	1	0
LOC100506403	0	0	0	0	0	0
LOC100506406	0	0	0	0	0	0
LOC100506422	0	0	0	0	0	0
LOC100506444	0	0	0	0	0	0
LOC100506457	0	0	0	0	0	0
LOC100506470	0	0	0	0	0	0
LOC100506472	74	95	94	88	90	71
LOC100506474	1	0	0	0	0	0
LOC100506476	14	15	23	13	20	21
LOC100506497	0	0	1	0	0	0
LOC100506526	0	0	0	0	0	0
LOC100506548	646	831	1051	1988	2260	2230
LOC100506551	0	0	0	0	2	0
LOC100506585	0	0	0	0	0	0
LOC100506603	66	122	118	51	76	90
LOC100506606	23	30	51	9	6	7
LOC100506639	93	126	168	54	65	55
LOC100506675	0	0	0	0	0	0
LOC100506679	0	0	0	0	0	0
LOC100506682	0	0	0	0	0	0
LOC100506688	17	22	28	14	13	14
LOC100506700	0	0	0	0	0	0
LOC100506725	8	13	21	29	44	36
LOC100506730	96	141	158	54	95	94
LOC100506746	46	46	69	27	13	14
LOC100506747	0	0	0	0	0	0
LOC100506790	0	0	0	0	0	0
LOC100506801	19	19	21	32	51	20
LOC100506804	0	1	1	0	1	0
LOC100506834	4	6	2	0	0	0
LOC100506844	127	122	160	43	77	78
LOC100506858	0	0	0	0	0	0
LOC100506860	0	0	0	0	0	0
LOC100506869	0	0	0	0	0	0
LOC100506895	0	0	0	0	0	0
LOC100506985	0	0	0	0	0	0
LOC100506990	180	243	253	268	320	301
LOC100507002	16	25	30	7	16	5
LOC100507006	4	5	17	6	3	3
LOC100507053	62	80	72	41	44	34
LOC100507065	4	0	1	0	0	0
LOC100507073	2	9	9	0	2	5
LOC100507091	0	0	0	0	0	0
LOC100507140	1	1	0	0	0	0
LOC100507144	0	0	1	0	0	0
LOC100507156	12	23	14	52	78	62
LOC100507175	0	0	0	0	0	0
LOC100507194	0	0	0	1	0	0
LOC100507195	0	0	0	0	0	0
LOC100507201	0	0	0	0	0	0
LOC100507205	0	0	0	0	0	0
LOC100507250	1	3	2	0	2	4
LOC100507283	15	25	24	5	10	9
LOC100507291	31	62	50	21	26	30
LOC100507334	0	0	0	0	0	0
LOC100507346	0	0	0	0	0	0
LOC100507351	143	141	184	8	3	11
LOC100507373	17	20	12	16	8	18
LOC100507377	0	0	0	0	0	0
LOC100507384	0	0	0	0	0	0
LOC100507387	18	13	34	38	47	40
LOC100507388	0	0	2	0	0	0
LOC100507389	0	0	0	0	0	0
LOC100507391	0	0	0	0	0	0
LOC100507406	0	0	0	0	0	0
LOC100507412	0	0	0	0	0	0
LOC100507424	42	60	60	33	46	28
LOC100507431	1	0	0	0	0	0
LOC100507437	78	78	102	25	35	32
LOC100507443	0	0	0	0	0	0
LOC100507462	24	30	31	7	5	7
LOC100507468	1	2	2	0	0	0
LOC100507472	9	6	2	13	2	2
LOC100507477	0	0	3	0	0	0
LOC100507487	9	11	10	7	17	6
LOC100507506	1	3	5	3	3	1
LOC100507534	1	1	0	0	0	0
LOC100507537	0	0	1	0	3	0
LOC100507547	50	49	43	46	66	70
LOC100507557	10	17	21	15	12	9
LOC100507564	16	37	28	2	3	4
LOC100507577	108	139	128	71	67	88
LOC100507600	0	0	0	0	0	0
LOC100507634	14	15	17	1	10	9
LOC100507639	0	1	0	0	0	0
LOC100507642	5	5	3	4	3	4
LOC100507661	149	157	197	52	53	38
LOC100508046	0	0	0	0	0	0
LOC100630923	15	12	14	19	12	10
LOC100631378	0	0	0	0	0	0
LOC100652758	26	21	22	12	7	6
LOC100652768	12	23	21	20	26	29
LOC100652931	0	0	0	0	0	0
LOC100652999	0	0	0	0	0	0
LOC100996249	0	0	0	0	0	0
LOC100996251	4	13	6	3	0	2
LOC100996255	21	22	40	55	24	11
LOC100996263	0	0	0	0	0	0
LOC100996286	0	0	0	0	0	0
LOC100996291	2	7	7	0	1	1
LOC100996324	0	0	0	0	0	0
LOC100996325	0	3	0	0	0	0
LOC100996338	0	0	0	0	0	0
LOC100996342	7	0	5	2	4	1
LOC100996349	0	0	0	0	0	0
LOC100996351	0	0	0	0	0	0
LOC100996385	0	0	0	0	2	0
LOC100996437	13	23	27	38	34	20
LOC100996447	1	0	0	0	0	0
LOC100996455	0	1	3	0	0	1
LOC100996579	29	35	33	10	7	5
LOC100996583	0	0	0	0	0	0
LOC100996634	0	9	2	0	0	3
LOC100996635	0	0	0	0	0	0
LOC100996654	1	0	5	3	0	1
LOC100996671	0	0	0	0	0	0
LOC100996679	0	0	0	0	0	0
LOC100996693	46	54	96	48	52	48
LOC100996694	0	0	0	0	0	0
LOC101054525	0	0	0	0	0	0
LOC101059948	0	0	0	4	0	0
LOC101060019	0	2	2	1	1	2
LOC101060091	6	16	10	14	7	5
LOC101060321	0	0	0	0	0	0
LOC101060385	0	0	0	0	0	0
LOC101060389	0	0	0	0	0	0
LOC101060498	0	0	0	0	0	0
LOC101060524	0	0	0	0	0	0
LOC101060542	0	0	0	0	0	0
LOC101060553	1	5	0	0	1	0
LOC101241902	0	0	0	0	0	0
LOC101243545	4	6	9	4	8	2
LOC101409256	10	3	3	5	0	1
LOC101448202	0	0	0	0	0	0
LOC101559451	0	4	5	0	0	0
LOC101593348	3	4	6	1	0	0
LOC101805491	0	0	0	0	0	0
LOC101926889	34	50	60	6	5	3
LOC101926892	0	0	1	0	0	0
LOC101926897	0	0	1	0	0	0
LOC101926898	0	0	0	0	0	0
LOC101926905	0	0	0	0	0	0
LOC101926908	0	0	0	0	0	0
LOC101926911	3	3	7	0	0	2
LOC101926913	2	5	0	0	1	0
LOC101926915	0	0	0	0	0	0
LOC101926933	0	0	1	0	0	0
LOC101926935	3	3	1	2	0	2
LOC101926940	0	0	0	0	0	0
LOC101926941	0	2	9	0	0	1
LOC101926942	0	0	0	0	0	0
LOC101926943	0	0	0	0	0	0
LOC101926944	1	0	1	0	0	0
LOC101926955	0	0	0	0	0	0
LOC101926960	0	0	0	0	0	0
LOC101926962	0	0	0	0	0	0
LOC101926963	0	1	0	0	0	3
LOC101926964	0	0	3	0	0	0
LOC101926966	0	0	0	0	0	0
LOC101926975	8	15	31	12	4	3
LOC101927018	0	0	0	0	0	0
LOC101927020	0	0	0	0	0	0
LOC101927021	131	189	182	40	62	60
LOC101927023	2	0	0	0	0	0
LOC101927027	158	149	152	44	31	34
LOC101927040	0	0	0	0	0	1
LOC101927043	1	9	5	0	1	0
LOC101927045	16	9	22	3	12	1
LOC101927048	0	0	0	0	0	0
LOC101927051	0	0	1	0	1	3
LOC101927053	0	0	0	0	0	0
LOC101927055	0	0	0	0	0	0
LOC101927056	4	7	7	1	2	2
LOC101927058	0	0	0	0	0	0
LOC101927062	0	0	0	0	0	0
LOC101927066	0	0	0	2	0	0
LOC101927069	0	2	0	2	5	7
LOC101927070	0	0	0	0	0	0
LOC101927078	0	0	0	0	0	0
LOC101927079	0	0	0	0	0	0
LOC101927081	0	0	0	0	0	0
LOC101927082	0	0	0	0	0	0
LOC101927087	1	7	2	0	1	0
LOC101927100	4	0	0	0	1	0
LOC101927120	0	0	0	0	0	0
LOC101927123	0	0	0	0	0	0
LOC101927124	0	1	1	2	3	0
LOC101927131	0	0	0	0	0	0
LOC101927132	0	1	2	0	0	0
LOC101927136	0	0	0	0	0	0
LOC101927139	0	0	0	0	0	0
LOC101927142	1	0	0	1	0	0
LOC101927143	1	2	1	0	0	0
LOC101927151	30	56	83	36	29	17
LOC101927153	0	0	0	0	0	0
LOC101927156	0	0	0	0	0	0
LOC101927157	2	5	0	0	0	0
LOC101927159	0	0	0	0	0	0
LOC101927164	0	8	1	4	2	2
LOC101927166	0	0	0	0	0	0
LOC101927178	4	15	9	4	5	2
LOC101927179	2	5	2	1	2	0
LOC101927181	25	35	50	14	18	22
LOC101927188	0	0	0	0	0	0
LOC101927189	0	0	0	1	1	0
LOC101927190	0	0	0	0	0	0
LOC101927196	3	0	1	0	0	0
LOC101927204	5	7	14	0	0	0
LOC101927207	0	0	0	0	0	0
LOC101927211	0	3	0	0	0	0
LOC101927229	0	5	1	0	0	0
LOC101927230	0	1	2	8	6	2
LOC101927237	7	6	7	0	1	3
LOC101927239	0	0	0	0	0	0
LOC101927243	0	0	0	0	0	0
LOC101927244	0	0	0	0	0	0
LOC101927248	0	0	0	0	0	0
LOC101927257	0	0	0	0	0	0
LOC101927267	0	0	4	0	0	0
LOC101927269	0	0	0	0	0	0
LOC101927272	10	3	10	0	0	0
LOC101927274	0	0	0	0	0	0
LOC101927282	0	0	0	0	0	0
LOC101927284	0	0	0	0	0	0
LOC101927285	0	0	0	0	0	0
LOC101927286	0	0	1	0	0	0
LOC101927292	5	0	3	0	0	0
LOC101927296	0	0	0	0	0	0
LOC101927305	0	0	0	0	0	0
LOC101927310	1	0	0	0	0	0
LOC101927311	1	0	1	0	0	0
LOC101927314	2	1	0	0	0	0
LOC101927318	3	5	5	1	3	0
LOC101927322	15	33	15	13	6	16
LOC101927334	0	0	0	0	0	0
LOC101927342	0	0	0	0	0	0
LOC101927348	0	0	0	0	0	0
LOC101927354	4	0	0	1	0	0
LOC101927356	0	0	1	0	0	1
LOC101927358	0	0	0	0	0	0
LOC101927359	10	5	7	9	3	1
LOC101927365	25	59	55	28	44	26
LOC101927374	0	0	0	0	0	0
LOC101927378	0	0	0	0	0	0
LOC101927379	0	0	0	0	0	0
LOC101927391	32	39	53	8	10	10
LOC101927394	3	2	1	1	0	0
LOC101927406	0	0	1	0	0	0
LOC101927410	0	0	0	0	0	0
LOC101927411	0	0	0	0	0	0
LOC101927412	0	0	0	0	0	0
LOC101927415	21	37	31	5	10	12
LOC101927416	0	0	0	0	0	0
LOC101927418	0	1	0	0	0	0
LOC101927419	0	0	0	0	0	0
LOC101927421	0	0	0	0	0	0
LOC101927431	0	0	0	0	0	0
LOC101927434	0	0	0	0	0	0
LOC101927437	0	0	0	0	0	0
LOC101927438	2	0	5	0	0	0
LOC101927446	0	0	0	0	0	0
LOC101927450	0	0	0	0	0	0
LOC101927460	0	0	0	0	0	0
LOC101927464	0	0	0	0	0	0
LOC101927468	0	3	0	0	0	0
LOC101927472	0	0	0	0	0	0
LOC101927476	0	3	0	3	8	8
LOC101927478	0	0	0	0	0	0
LOC101927481	5	7	11	4	16	2
LOC101927482	3	16	3	0	0	2
LOC101927488	0	0	0	0	0	0
LOC101927495	0	1	1	0	0	0
LOC101927497	6	11	11	5	6	3
LOC101927501	0	0	0	0	0	0
LOC101927502	0	0	0	0	0	0
LOC101927523	0	0	0	0	0	0
LOC101927526	0	0	0	0	0	0
LOC101927539	0	0	0	0	0	0
LOC101927543	0	0	0	0	0	0
LOC101927549	0	0	0	0	0	0
LOC101927550	35	63	74	15	28	29
LOC101927557	0	0	0	0	0	0
LOC101927560	2	0	0	0	0	0
LOC101927571	0	1	1	0	1	0
LOC101927572	6	8	3	6	2	2
LOC101927575	0	0	0	0	0	0
LOC101927577	0	0	0	0	0	0
LOC101927580	0	0	0	1	1	0
LOC101927583	0	0	0	0	0	0
LOC101927587	0	0	0	0	0	0
LOC101927588	0	0	2	0	1	2
LOC101927592	0	0	0	0	0	0
LOC101927604	14	13	12	7	10	10
LOC101927606	0	0	0	0	0	0
LOC101927616	0	0	0	0	0	0
LOC101927619	0	0	0	0	0	0
LOC101927620	1	2	0	0	2	1
LOC101927623	0	0	0	0	0	0
LOC101927630	0	2	3	1	0	0
LOC101927636	4	6	9	9	5	9
LOC101927637	0	0	0	0	0	0
LOC101927640	0	0	0	0	0	0
LOC101927641	0	0	0	0	0	0
LOC101927650	0	0	0	0	0	0
LOC101927651	0	0	0	0	0	0
LOC101927653	0	0	0	0	0	0
LOC101927657	0	0	0	0	0	0
LOC101927661	0	4	4	0	0	0
LOC101927666	0	0	0	0	0	1
LOC101927668	0	0	1	0	0	0
LOC101927683	0	0	0	0	0	0
LOC101927686	4	2	0	0	0	0
LOC101927691	1	1	0	0	1	0
LOC101927692	0	1	2	0	2	0
LOC101927694	0	0	0	0	0	0
LOC101927697	0	0	0	0	0	0
LOC101927701	0	0	0	0	0	0
LOC101927708	0	0	0	0	0	0
LOC101927709	0	0	0	0	0	0
LOC101927730	1	0	0	1	0	0
LOC101927735	0	0	0	0	0	0
LOC101927740	0	0	0	1	0	0
LOC101927746	6	10	11	20	33	13
LOC101927755	3	8	1	9	10	1
LOC101927762	0	0	0	0	0	0
LOC101927765	13	14	29	11	31	17
LOC101927766	0	0	0	0	0	0
LOC101927768	7	15	17	30	26	37
LOC101927769	0	0	0	0	0	0
LOC101927770	0	0	0	0	0	0
LOC101927780	1	4	4	1	0	0
LOC101927787	0	0	0	0	0	0
LOC101927795	0	0	0	0	0	1
LOC101927797	0	0	2	0	1	0
LOC101927798	0	0	0	0	0	0
LOC101927811	0	0	0	0	0	0
LOC101927814	0	0	0	0	0	0
LOC101927815	0	0	0	0	0	0
LOC101927817	0	0	0	0	0	0
LOC101927822	0	0	0	0	0	0
LOC101927827	0	0	0	0	0	0
LOC101927829	0	1	0	0	0	0
LOC101927830	0	0	0	0	0	0
LOC101927835	0	0	0	0	0	0
LOC101927839	0	0	0	0	0	0
LOC101927843	0	0	0	0	0	0
LOC101927844	0	0	0	0	0	0
LOC101927845	0	0	0	0	0	0
LOC101927847	0	0	0	0	0	0
LOC101927849	0	0	0	0	0	0
LOC101927851	0	0	1	0	0	0
LOC101927854	2	4	1	0	0	1
LOC101927865	1	0	5	3	4	3
LOC101927869	0	0	0	0	0	0
LOC101927870	4	0	0	1	1	0
LOC101927876	0	0	0	0	0	0
LOC101927881	0	1	1	0	0	0
LOC101927884	0	0	0	0	0	0
LOC101927901	0	0	0	0	0	0
LOC101927905	14	13	15	0	6	4
LOC101927907	0	0	0	0	0	0
LOC101927911	1	1	0	0	0	0
LOC101927914	0	0	2	0	0	0
LOC101927915	0	0	0	0	0	0
LOC101927919	1	0	2	2	0	0
LOC101927924	0	1	0	0	0	0
LOC101927926	0	0	0	0	0	0
LOC101927932	4	5	1	2	1	0
LOC101927934	1	1	3	0	1	1
LOC101927948	0	0	0	0	0	0
LOC101927950	0	0	0	0	0	0
LOC101927954	0	0	0	0	0	0
LOC101927964	0	0	0	0	0	0
LOC101927967	0	0	0	0	0	0
LOC101927969	15	29	29	3	0	6
LOC101927972	0	0	0	0	0	0
LOC101927973	2	5	0	2	2	1
LOC101927987	0	0	0	0	0	0
LOC101928002	1	11	5	1	2	7
LOC101928008	0	0	0	0	0	0
LOC101928009	0	0	0	0	0	0
LOC101928012	0	0	0	0	0	1
LOC101928020	16	16	17	6	9	5
LOC101928030	0	0	0	0	0	0
LOC101928034	6	3	4	2	2	7
LOC101928035	3	0	0	0	0	0
LOC101928043	3	0	1	0	0	0
LOC101928048	0	0	0	0	0	0
LOC101928052	0	0	0	0	0	0
LOC101928053	3	3	8	0	0	2
LOC101928063	15	15	14	1	7	3
LOC101928068	76	86	80	44	63	73
LOC101928069	10	9	14	1	8	4
LOC101928075	0	0	1	0	0	0
LOC101928093	0	0	0	0	0	0
LOC101928100	5	1	7	5	5	6
LOC101928103	4	11	8	2	0	3
LOC101928105	0	1	1	2	1	0
LOC101928107	0	0	0	0	0	0
LOC101928118	2	1	3	1	1	0
LOC101928128	0	0	0	0	0	0
LOC101928131	0	0	0	0	0	0
LOC101928134	0	0	0	0	0	0
LOC101928135	9	7	10	0	0	0
LOC101928137	0	0	0	0	0	0
LOC101928140	0	0	0	0	0	0
LOC101928150	0	0	0	0	0	0
LOC101928161	0	0	0	0	0	0
LOC101928162	0	0	0	0	0	0
LOC101928163	0	0	0	0	0	0
LOC101928167	0	0	0	0	0	0
LOC101928168	0	0	0	0	0	0
LOC101928174	1	8	12	13	11	17
LOC101928191	0	0	0	0	0	0
LOC101928201	0	0	0	0	0	0
LOC101928203	0	0	0	0	0	0
LOC101928205	0	0	0	0	0	0
LOC101928211	0	0	0	0	0	0
LOC101928222	9	13	18	4	2	5
LOC101928223	0	6	2	0	2	1
LOC101928226	0	0	0	0	0	0
LOC101928227	0	0	0	0	0	0
LOC101928231	0	0	0	0	0	0
LOC101928233	1	1	3	0	0	0
LOC101928241	0	0	0	0	0	0
LOC101928253	0	0	0	0	0	0
LOC101928254	0	0	0	0	0	0
LOC101928259	0	0	0	0	0	0
LOC101928266	0	1	2	1	12	6
LOC101928269	0	0	0	0	0	0
LOC101928270	0	0	0	0	0	0
LOC101928272	0	0	0	1	0	0
LOC101928273	0	0	0	0	0	0
LOC101928279	10	14	10	4	1	2
LOC101928280	0	0	0	0	0	0
LOC101928283	1	0	4	1	0	0
LOC101928295	0	0	0	0	0	0
LOC101928298	0	0	0	0	0	0
LOC101928303	11	15	21	14	3	10
LOC101928304	2	0	0	0	0	0
LOC101928306	0	2	0	0	0	0
LOC101928307	8	5	6	3	4	3
LOC101928314	0	0	0	0	0	0
LOC101928322	0	0	0	0	0	0
LOC101928323	3	5	10	6	11	9
LOC101928324	7	3	13	0	0	1
LOC101928327	0	0	0	0	0	0
LOC101928333	0	0	0	0	0	0
LOC101928335	1	4	2	0	1	1
LOC101928336	2	2	0	0	1	0
LOC101928358	0	0	1	1	1	1
LOC101928370	10	7	5	23	37	18
LOC101928371	0	0	0	0	0	0
LOC101928372	0	0	0	0	0	0
LOC101928381	0	0	0	0	0	0
LOC101928386	0	0	0	0	0	0
LOC101928398	0	0	0	0	0	0
LOC101928401	0	0	0	0	0	0
LOC101928402	12	17	13	5	1	4
LOC101928404	3	1	3	2	4	0
LOC101928414	1	0	0	1	0	1
LOC101928416	0	0	0	0	0	0
LOC101928417	0	0	0	0	0	0
LOC101928418	0	0	0	0	0	0
LOC101928435	0	0	0	0	7	0
LOC101928436	0	0	0	0	0	0
LOC101928437	0	0	0	0	0	0
LOC101928438	5	3	7	0	0	0
LOC101928441	0	0	0	0	0	1
LOC101928443	0	0	0	0	0	0
LOC101928445	4	4	9	1	2	3
LOC101928446	0	0	0	0	0	0
LOC101928449	0	0	0	0	0	0
LOC101928453	0	0	0	0	0	0
LOC101928460	0	0	0	0	0	0
LOC101928461	0	0	0	0	0	0
LOC101928471	0	0	0	0	0	0
LOC101928476	0	0	0	0	0	0
LOC101928489	10	5	19	0	0	2
LOC101928491	0	0	0	0	0	0
LOC101928495	0	0	0	0	0	0
LOC101928505	0	3	1	1	0	0
LOC101928509	16	11	20	3	8	6
LOC101928514	7	11	6	1	1	2
LOC101928516	0	0	0	0	0	0
LOC101928517	0	0	0	0	0	0
LOC101928519	0	0	2	0	0	0
LOC101928523	0	0	0	0	0	0
LOC101928525	0	0	0	0	0	0
LOC101928530	1	3	1	0	1	1
LOC101928535	0	0	0	0	0	0
LOC101928539	0	0	0	0	0	0
LOC101928540	0	0	0	0	0	0
LOC101928551	0	0	0	0	0	0
LOC101928565	0	0	0	0	0	0
LOC101928567	0	0	0	0	0	0
LOC101928569	0	0	0	0	0	0
LOC101928580	0	0	0	0	0	0
LOC101928590	0	0	0	0	0	0
LOC101928597	0	0	0	0	0	0
LOC101928600	0	0	0	0	0	0
LOC101928605	0	0	0	2	0	0
LOC101928618	0	0	0	0	0	0
LOC101928622	0	0	0	0	0	0
LOC101928626	0	0	0	0	0	0
LOC101928650	0	0	0	1	2	0
LOC101928651	0	0	0	0	0	0
LOC101928661	0	0	0	0	0	0
LOC101928663	0	0	0	0	0	0
LOC101928673	4	9	7	11	21	15
LOC101928674	20	34	40	21	17	37
LOC101928682	0	0	0	0	0	0
LOC101928694	0	0	0	0	0	0
LOC101928696	0	0	0	0	0	0
LOC101928697	0	0	0	0	0	0
LOC101928700	0	0	0	0	0	0
LOC101928708	0	0	0	0	0	0
LOC101928710	0	0	0	0	0	0
LOC101928718	2	0	2	0	0	0
LOC101928730	0	0	0	0	0	0
LOC101928731	0	1	0	0	0	0
LOC101928737	0	4	7	0	0	4
LOC101928738	0	0	0	0	0	0
LOC101928739	0	0	0	0	0	0
LOC101928748	0	0	0	0	0	0
LOC101928751	0	0	0	0	0	0
LOC101928766	2	0	0	0	2	0
LOC101928767	0	0	0	0	0	0
LOC101928769	0	0	0	0	0	0
LOC101928775	0	0	0	0	0	0
LOC101928778	0	0	0	0	0	0
LOC101928782	0	0	0	0	0	0
LOC101928786	0	0	0	0	0	0
LOC101928790	0	0	0	0	0	0
LOC101928791	0	0	0	0	0	0
LOC101928794	15	13	14	3	8	9
LOC101928796	0	0	0	0	0	0
LOC101928797	2	0	0	0	0	0
LOC101928804	0	0	0	0	0	0
LOC101928809	0	0	0	0	0	0
LOC101928812	9	0	6	1	1	2
LOC101928823	0	0	0	2	0	0
LOC101928834	0	0	0	0	0	0
LOC101928837	6	2	7	9	7	12
LOC101928841	905	1233	1493	1430	1924	1935
LOC101928844	0	0	0	0	1	0
LOC101928847	29	28	42	36	30	14
LOC101928851	0	0	0	0	0	0
LOC101928855	0	0	0	0	0	0
LOC101928858	0	0	0	0	0	0
LOC101928861	0	0	0	0	0	0
LOC101928865	1	7	11	3	3	3
LOC101928880	0	0	0	0	0	0
LOC101928882	0	0	0	0	0	0
LOC101928885	0	0	0	0	0	0
LOC101928886	0	0	0	0	0	0
LOC101928891	1	0	1	0	1	0
LOC101928894	0	0	0	0	0	0
LOC101928896	0	0	0	0	0	0
LOC101928909	0	0	0	0	0	0
LOC101928911	0	0	0	0	0	0
LOC101928936	0	0	0	0	0	0
LOC101928937	0	0	0	0	0	0
LOC101928940	0	0	0	0	0	0
LOC101928942	0	0	0	0	0	0
LOC101928943	0	0	0	0	0	0
LOC101928944	0	0	0	0	0	0
LOC101928961	18	5	13	19	11	21
LOC101928973	0	0	0	0	0	0
LOC101928977	0	2	0	0	0	0
LOC101928978	0	0	0	0	0	0
LOC101928979	23	24	36	27	21	16
LOC101928988	0	0	0	0	0	0
LOC101928989	0	0	0	0	0	0
LOC101928992	0	0	0	0	0	0
LOC101928994	0	0	0	0	0	0
LOC101928995	0	0	0	0	0	0
LOC101929019	0	0	0	0	0	0
LOC101929023	1	0	3	2	0	1
LOC101929034	2	6	8	1	1	2
LOC101929057	11	16	29	3	1	1
LOC101929058	0	0	0	0	0	0
LOC101929064	0	2	2	0	1	0
LOC101929066	44	41	55	28	14	36
LOC101929073	0	0	0	0	0	0
LOC101929076	0	0	0	0	0	0
LOC101929080	1	0	0	0	0	0
LOC101929084	0	0	0	0	0	0
LOC101929089	13	16	22	7	3	4
LOC101929095	0	1	0	0	0	1
LOC101929099	2	2	0	1	0	0
LOC101929106	0	0	0	0	0	0
LOC101929116	0	0	0	0	0	0
LOC101929122	0	0	0	0	0	1
LOC101929123	0	0	0	0	0	0
LOC101929124	0	0	0	0	0	0
LOC101929125	0	0	0	0	0	1
LOC101929128	1	2	2	0	1	1
LOC101929140	5	9	8	6	10	12
LOC101929144	0	0	0	0	0	0
LOC101929147	122	139	212	43	42	41
LOC101929148	0	0	0	0	0	0
LOC101929153	0	0	0	0	0	0
LOC101929154	0	0	0	0	0	0
LOC101929162	0	0	0	0	0	0
LOC101929164	0	0	0	0	0	0
LOC101929172	0	0	0	0	0	0
LOC101929181	0	2	1	0	0	0
LOC101929194	0	0	0	0	0	0
LOC101929199	0	0	0	0	1	0
LOC101929207	0	0	0	0	0	0
LOC101929210	0	2	0	0	0	0
LOC101929217	0	0	0	0	0	0
LOC101929224	3	6	6	1	1	1
LOC101929229	0	0	0	0	0	1
LOC101929231	0	1	3	2	0	1
LOC101929234	17	31	39	14	16	16
LOC101929237	0	1	0	0	0	0
LOC101929239	0	0	0	0	0	0
LOC101929241	0	0	0	0	0	0
LOC101929259	0	0	0	0	0	0
LOC101929260	0	0	0	0	0	0
LOC101929268	0	0	0	0	0	0
LOC101929279	0	0	0	0	0	0
LOC101929282	0	0	0	0	0	0
LOC101929284	0	0	0	0	0	0
LOC101929294	0	0	0	0	0	0
LOC101929295	0	3	0	0	2	0
LOC101929297	0	0	0	0	0	0
