id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|PV	CM|UN	EC|CM	EC|EC	EC|EP	EC|PV	EC|UN	EP|CM	EP|EC	EP|EP	EP|PV	EP|UN	PV|CM	PV|EC	PV|EP	PV|PV	PV|UN	UN|CM	UN|EC	UN|EP	UN|PV	UN|UN
CPI-SS0786D3749	WNT2B_FRZB	simple:Q93097	simple:Q92765	WNT2B	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.131	0.022	0.041	0.054	0.043	0.145	0.036	0.055	0.068	0.057	0.139	0.03	0.049	0.062	0.05	0.151	0.042	0.061	0.075	0.063	0.148	0.039	0.058	0.071	0.059
CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	WNT4	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.124	0.015	0.034	0.047	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.017	0.035	0.049	0.037
CPI-SS007954822	WNT5A_FRZB	simple:P41221	simple:Q92765	WNT5A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.14	0.031	0.05	0.064	0.052	0.131	0.022	0.04	0.054	0.042	0.14	0.031	0.05	0.063	0.052	0.222	0.113	0.131	0.145	0.133	0.141	0.032	0.051	0.064	0.053
CPI-SS0EBBBD522	WNT9A_FRZB	simple:O14904	simple:Q92765	WNT9A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.124	0.015	0.034	0.048	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.017	0.036	0.049	0.038
CPI-SS05207EFF8	WNT2B_SFRP1	simple:Q93097	simple:Q8N474	WNT2B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.793	0.415	0.087	0.57	0.246	0.807	0.429	0.101	0.584	0.26	0.8	0.423	0.094	0.578	0.254	0.813	0.435	0.107	0.59	0.267	0.809	0.432	0.103	0.587	0.263
CPI-SS036707F4C	WNT4_SFRP1	simple:P56705	simple:Q8N474	WNT4	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.786	0.408	0.08	0.563	0.239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.787	0.41	0.081	0.564	0.241
CPI-SS0F1E79A03	WNT5A_SFRP1	simple:P41221	simple:Q8N474	WNT5A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.802	0.425	0.096	0.579	0.256	0.792	0.415	0.086	0.569	0.246	0.802	0.424	0.095	0.579	0.255	0.883	0.506	0.177	0.66	0.337	0.803	0.425	0.096	0.58	0.256
CPI-SS0A93EEAEB	WNT9A_SFRP1	simple:O14904	simple:Q8N474	WNT9A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.786	0.408	0.08	0.563	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.788	0.41	0.081	0.565	0.241
CPI-SS08643DD8A	WNT2B_SFRP2	simple:Q93097	simple:Q96HF1	WNT2B	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.007	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0
CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	WNT4	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	WNT5A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.017	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0
CPI-SS00877D499	WNT9A_SFRP2	simple:O14904	simple:Q96HF1	WNT9A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CPI-SS010F961E8	WNT2B_WIF1	simple:Q93097	simple:Q9Y5W5	WNT2B	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.007	0.0	0.01	0.012	0.0	0.021	0.0	0.024	0.026	0.0	0.015	0.0	0.018	0.02	0.0	0.028	0.0	0.03	0.032	0.0	0.024	0.0	0.027	0.029	0.0
CPI-SS068E97BDA	WNT4_WIF1	simple:P56705	simple:Q9Y5W5	WNT4	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.004	0.007	0.0
CPI-SS03C93A8FE	WNT5A_WIF1	simple:P41221	simple:Q9Y5W5	WNT5A	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.017	0.0	0.019	0.022	0.0	0.007	0.0	0.009	0.012	0.0	0.016	0.0	0.019	0.021	0.0	0.098	0.0	0.1	0.103	0.0	0.017	0.0	0.02	0.022	0.0
CPI-SS04662DF1A	WNT9A_WIF1	simple:O14904	simple:Q9Y5W5	WNT9A	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.001	0.0	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.007	0.0
CPI-SC0BDF87EA3	GDNF_RET_receptor_1	simple:P39905	complex:RET_receptor_1	GDNF		True	False	True	curated	False	Ligand-Receptor		0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		0.002	0.769	0.0	0.037	0.009	0.769	1.536	0.0	0.804	0.776	0.0	0.0	0.0	0.0	0.0	0.037	0.804	0.0	0.072	0.044	0.009	0.776	0.0	0.044	0.016
CPI-SS00577086D	FTL_SCARA5	simple:P02792	simple:Q6ZMJ2	FTL	SCARA5	False	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	2.08	0.0	0.0	0.0	0.0	2.528	0.0	0.0	0.0	0.0	2.183	0.0	0.0	0.0	0.0	1.121	0.0
