gene	mean	True_mean	True_positive_frac	False_mean	False_positive_frac	log2FC	-log10 p-val	is_significant
SCNN1D	0.0037781422	0.004119177	0.004424778761061947	0.0036975043	0.003931847968545216	-0.15190989	0.06642008	0
ACAP3	0.0579916	0.07442852	0.0918141592920354	0.05409578	0.05792922673656618	-0.45961213	1.5286165	0
PUSL1	0.08625022	0.10375852	0.1404867256637168	0.08210419	0.0872870249017038	-0.33733574	1.5004687	0
INTS11	0.12836485	0.1306762	0.16482300884955753	0.12781441	0.13158584534731324	-0.031921152	0.09229049	0
AL139287.1	7.850506e-05	0.00040974974	0.0011061946902654867	-3.594323e-09	0.0	-2.349841	0.498143	0
CPTP	0.069297306	0.06534667	0.08185840707964602	0.0702361	0.07549148099606816	0.10394551	0.24207015	0
TAS1R3	0.0011874435	0.002162077	0.0022123893805309734	0.0009563998	0.0007863695937090433	-1.0984921	0.33204532	0
DVL1	0.05097431	0.0646385	0.08517699115044247	0.04773411	0.05111402359108781	-0.43658423	1.4112151	0
MXRA8	0.028914673	0.037449457	0.04756637168141593	0.02689171	0.0272608125819135	-0.47627568	1.0154947	0
AURKAIP1	1.0262905	1.0878003	0.8263274336283186	1.01172	0.7305373525557012	-0.10459372	2.990553	0
CCNL2	0.22619295	0.23306744	0.2688053097345133	0.22456047	0.22096985583224116	-0.05362001	0.22731797	0
MRPL20-AS1	0.08565753	0.10025545	0.11836283185840708	0.08220051	0.08597640891218873	-0.28614563	1.0511153	0
MRPL20	1.0753609	1.130755	0.8495575221238938	1.0622426	0.7517693315858454	-0.09016477	2.5114665	0
AL391244.2	0.0030017158	0.0015415078	0.0022123893805309734	0.0033476625	0.0041939711664482305	1.070597	0.71179545	0
ANKRD65	0.0015299103	0.00067973504	0.0011061946902654867	0.0017313561	0.0015727391874180866	1.2318565	0.5463427	0
AL391244.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
TMEM88B	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01770	0.007998767	0.0048797745	0.0055309734513274336	0.008737971	0.009174311926605505	0.8276348	0.8246641	0
VWA1	0.08769993	0.07847182	0.09513274336283185	0.08988909	0.0927916120576671	0.19573805	0.6232522	0
ATAD3C	0.0022619106	1.0622898e-09	0.0	0.0027978923	0.0028833551769331584	4.856917	2.949987	0
ATAD3B	0.02525632	0.0236363	0.032079646017699116	0.025640337	0.028309305373525558	0.1169358	0.15487777	0
ATAD3A	0.087632775	0.1016421	0.13053097345132744	0.08431527	0.090956749672346	-0.26934093	1.0311697	0
TMEM240	0.09282463	0.09360764	0.1172566371681416	0.09264114	0.0946264744429882	-0.014957293	0.033923723	0
SSU72	0.703778	0.72444135	0.6648230088495575	0.69889146	0.581913499344692	-0.0517932	0.60998356	0
AL645728.1	0.008178893	0.010950988	0.015486725663716814	0.0075222473	0.008387942332896461	-0.53588706	0.50510556	0
FNDC10	0.11681894	0.106004156	0.125	0.11938092	0.12319790301441677	0.17129913	0.6291063	0
AL691432.4	0.016659658	0.012191487	0.014380530973451327	0.017718645	0.01887287024901704	0.5357282	0.7450904	0
AL691432.2	0.098934546	0.08517532	0.10287610619469026	0.10219646	0.10458715596330276	0.26255614	1.0302248	0
MIB2	0.18815923	0.20433845	0.23561946902654868	0.18432005	0.18453473132372214	-0.148671	0.76230997	0
MMP23B	0.30621684	0.36789435	0.3661504424778761	0.29159737	0.26474442988204455	-0.33521128	3.9987352	0
CDK11B	0.1864015	0.2105182	0.2488938053097345	0.18068162	0.1798165137614679	-0.22038212	1.3978108	0
FO704657.1	0.0024441232	0.0022550728	0.00331858407079646	0.0024889125	0.003145478374836173	0.13657454	0.05617813	0
SLC35E2B	0.058583975	0.06513735	0.08517699115044247	0.05703077	0.059501965923984275	-0.19143012	0.47552332	0
CDK11A	0.11458203	0.12843528	0.1592920353982301	0.11129876	0.11559633027522936	-0.20643122	0.8257324	0
SLC35E2A	0.03828788	0.045837145	0.061946902654867256	0.036496222	0.03748361730013106	-0.32796642	0.74623543	0
NADK	0.07121745	0.078777455	0.10619469026548672	0.06942654	0.07470511140235911	-0.18204927	0.52389	0
GNB1	0.641142	0.71164227	0.6537610619469026	0.62445027	0.5252948885976408	-0.18853721	4.123482	0
AL109917.1	0.007679176	0.004457323	0.0055309734513274336	0.008442721	0.008387942332896461	0.90650916	0.916145	0
CALML6	0.0007469767	1.0622898e-09	0.0	0.0009239803	0.0005242463958060288	3.3561008	0.68799067	0
TMEM52	0.005880554	0.007293734	0.011061946902654867	0.005545998	0.005766710353866317	-0.3890745	0.2872461	0
CFAP74	0.0018203264	0.0010936026	0.0011061946902654867	0.0019925453	0.00235910878112713	0.80993634	0.3121918	0
AL391845.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
GABRD	0.0009848131	0.003075843	0.0011061946902654867	0.00048923667	0.0005242463958060288	-2.4302206	0.394084	0
AL391845.1	0.00062118564	0.0011443209	0.0011061946902654867	0.0004972471	0.0005242463958060288	-1.0589588	0.22980708	0
PRKCZ	0.10440635	0.112941414	0.13606194690265486	0.10238603	0.10563564875491481	-0.14142418	0.4584079	0
AL590822.2	0.0033382438	0.004270583	0.0055309734513274336	0.0031172747	0.003669724770642202	-0.44198644	0.22310907	0
PRKCZ-AS1	0.0041019074	0.006372062	0.007743362831858407	0.0035642262	0.003669724770642202	-0.82071686	0.5296626	0
FAAP20	0.7377142	0.78138584	0.7002212389380531	0.7273775	0.5916120576671036	-0.10331717	1.8016051	0
AL590822.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
SKI	0.122423954	0.12814406	0.16371681415929204	0.12106587	0.127653997378768	-0.08190854	0.26912725	0
AL590822.3	0.008656376	0.010377294	0.008849557522123894	0.008248763	0.008650065530799476	-0.32763183	0.19880928	0
MORN1	0.017515758	0.020947397	0.02654867256637168	0.01670282	0.01834862385321101	-0.32493842	0.42041522	0
AL589739.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL513477.2	0.006717821	0.006899199	0.00995575221238938	0.0066752355	0.007863695937090432	-0.046918746	0.029426493	0
RER1	0.3397883	0.38451678	0.42367256637168144	0.32918546	0.3150720838794233	-0.22408295	2.6173432	0
PEX10	0.07379778	0.07139119	0.09845132743362832	0.07436889	0.08020969855832241	0.058872335	0.1367008	0
PLCH2	0.00016812724	1.0622898e-09	0.0	0.00020796648	0.0002621231979030144	1.6227582	0.49843848	0
AL139246.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL139246.4	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
PANK4	0.019421382	0.021189148	0.02654867256637168	0.019002723	0.022280471821756225	-0.15633988	0.18606645	0
HES5	0.0009386391	0.0027090788	0.00331858407079646	0.0005192254	0.0005242463958060288	-2.1815608	0.7380436	0
AL139246.5	0.0032918253	0.0057549165	0.00663716814159292	0.0027081314	0.0028833551769331584	-1.0600381	0.63888514	0
TNFRSF14-AS1	0.00011899659	1.0622898e-09	0.0	0.00014719355	0.0002621231979030144	1.3056258	0.49845538	0
TNFRSF14	0.00072674884	1.0622898e-09	0.0	0.00089896185	0.0005242463958060288	3.3204143	0.6134213	0
AL139246.3	0.00011870941	1.0622898e-09	0.0	0.00014684151	0.0002621231979030144	1.3035698	0.49844357	0
PRXL2B	0.06435687	0.06645983	0.09070796460176991	0.06385915	0.06684141546526867	-0.057500884	0.12015648	0
MMEL1	0.0013256763	0.0014368749	0.0022123893805309734	0.001299362	0.0007863695937090433	-0.13523047	0.037526343	0
AL831784.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
TTC34	0.0059956624	0.0037701651	0.004424778761061947	0.0065230746	0.007077326343381389	0.7751059	0.6154967	0
AC242022.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC242022.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL592464.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL592464.3	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL592464.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL589702.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ACTRT2	0.00018804634	1.0622898e-09	0.0	0.00023260881	0.0002621231979030144	1.7338111	0.49843496	0
PRDM16-DT	0.21241201	0.20353714	0.22123893805309736	0.21451211	0.19947575360419398	0.07573081	0.31948602	0
PRDM16	0.16534102	0.20422344	0.22898230088495575	0.15612167	0.15491480996068152	-0.38726014	2.9866695	0
AL008733.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL590438.1	0.0009682923	0.00094330875	0.0011061946902654867	0.000974209	0.0010484927916120576	0.042108547	0.010146322	0
AL354743.2	0.001218809	0.0011888955	0.0022123893805309734	0.0012258434	0.0015727391874180866	0.040775154	0.013108606	0
AL354743.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ARHGEF16	0.0071956716	0.0071364804	0.00995575221238938	0.0072098635	0.007863695937090432	0.014556196	0.008888833	0
AL512413.1	0.00023360719	1.0622898e-09	0.0	0.00028896326	0.0002621231979030144	1.9596187	0.49842846	0
MEGF6	0.0034458763	0.002813204	0.004424778761061947	0.00359586	0.0041939711664482305	0.3433034	0.1915331	0
AL513320.1	0.00077872426	0.0014762179	0.0022123893805309734	0.0006134395	0.0005242463958060288	-1.1436039	0.33764946	0
TPRG1L	0.08969818	0.09703142	0.12389380530973451	0.08796229	0.09148099606815203	-0.14141366	0.42305326	0
WRAP73	0.043621074	0.046291456	0.05530973451327434	0.042986516	0.04823066841415465	-0.10662263	0.18359508	0
TP73	0.00086462987	0.0015028069	0.0022123893805309734	0.0007133912	0.0007863695937090433	-0.9785793	0.30951607	0
AL136528.1	0.0002460815	1.0622898e-09	0.0	0.00030439597	0.0002621231979030144	2.0157533	0.49842834	0
AL136528.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CCDC27	0.00035167194	0.0010163655	0.0011061946902654867	0.0001942023	0.0002621231979030144	-1.923929	0.36950666	0
SMIM1	0.13778248	0.12984397	0.14933628318584072	0.13965914	0.1399737876802097	0.105052955	0.36793807	0
LRRC47	0.2416792	0.26466328	0.3075221238938053	0.23622969	0.2416775884665793	-0.16390204	1.1373916	0
AL365330.1	0.0009265026	0.0021250283	0.0022123893805309734	0.000642419	0.0005242463958060288	-1.5835183	0.46122208	0
CEP104	0.09353887	0.10189539	0.12831858407079647	0.09156066	0.1001310615989515	-0.15412936	0.4890717	0
DFFB	0.012384705	0.013339557	0.016592920353982302	0.012158613	0.012844036697247707	-0.13268986	0.11719718	0
C1orf174	0.07974209	0.090393275	0.11283185840707964	0.07721987	0.08414154652686763	-0.22697131	0.7324962	0
LINC01134	0.0009457006	0.0008780552	0.0011061946902654867	0.0009616948	0.0010484927916120576	0.11838143	0.029662097	0
LINC01346	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01345	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC02780	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL805961.1	9.2097245e-05	1.0622898e-09	0.0	0.00011392368	0.0002621231979030144	1.0970808	0.49840173	0
LINC01777	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL355602.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
Z98747.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01646	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AJAP1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
Z98886.1	0.0006087536	0.00084735727	0.0011061946902654867	0.0005522225	0.0005242463958060288	-0.5385444	0.123856604	0
BX005132.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC02781	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC02782	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL139823.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
Z98259.3	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
Z98259.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
Z98259.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL365255.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
NPHP4	0.0066694426	0.0083324	0.012168141592920354	0.006275556	0.007601572739187418	-0.40339208	0.3281815	0
KCNAB2	0.0065270853	0.008114527	0.012168141592920354	0.0061512175	0.006815203145478375	-0.3940403	0.3133094	0
CHD5	0.0010544491	0.00093585945	0.0011061946902654867	0.0010825318	0.001310615989515072	0.19105063	0.05079348	0
RPL22	1.9705806	2.0059886	0.9823008849557522	1.962192	0.9404980340760157	-0.031845458	1.5598167	0
AL031847.1	0.0038098448	0.0041784565	0.0055309734513274336	0.0037225687	0.0041939711664482305	-0.1625479	0.07911938	0
RNF207	0.18072726	0.2059744	0.2345132743362832	0.17474097	0.16592398427260813	-0.23712195	1.4668529	0
ICMT	0.21655716	0.26993266	0.3053097345132743	0.20390365	0.2125819134993447	-0.40453887	4.4673295	0
LINC00337	0.0011590674	0.00255132	0.004424778761061947	0.0008290711	0.0010484927916120576	-1.5128499	0.67716926	0
HES3	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
GPR153	0.032104418	0.023078183	0.029867256637168143	0.034242105	0.03591087811271298	0.56721103	1.3583624	0
ACOT7	0.06005614	0.06070199	0.07743362831858407	0.059903253	0.06893840104849279	-0.019077817	0.035164796	0
AL031848.2	0.004394268	0.006701316	0.008849557522123894	0.0038478493	0.004456094364351245	-0.78474694	0.5643303	0
HES2	0.0002997787	1.0622898e-09	0.0	0.00037081374	0.0005242463958060288	2.235141	0.7665147	0
ESPN	0.0041804723	0.0010139658	0.0011061946902654867	0.0049308557	0.00471821756225426	2.175099	1.9202949	0
AL031848.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
TNFRSF25	0.0096024545	0.011123202	0.015486725663716814	0.009242193	0.009960681520314547	-0.26465118	0.22872931	0
PLEKHG5	0.017262934	0.0130813755	0.018805309734513276	0.0182539	0.02018348623853211	0.47758573	0.7231549	0
NOL9	0.112554304	0.13703778	0.16924778761061948	0.10675273	0.11297509829619921	-0.36000237	1.9838355	0
TAS1R1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ZBTB48	0.037141155	0.040066864	0.048672566371681415	0.03644572	0.03853211009174312	-0.13630344	0.2217912	0
KLHL21	0.061163373	0.062305678	0.07964601769911504	0.060893007	0.0655307994757536	-0.03303344	0.06233531	0
PHF13	0.13747405	0.14177306	0.16592920353982302	0.13645017	0.1402359108781127	-0.055169556	0.17268226	0
THAP3	0.13875249	0.14116645	0.17146017699115043	0.1381755	0.14285714285714285	-0.030873232	0.09152096	0
DNAJC11	0.09598501	0.10817392	0.13827433628318583	0.09309844	0.09908256880733946	-0.21630812	0.8062947	0
LINC01672	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL591163.1	0.00035481696	0.0009428756	0.0011061946902654867	0.0002155145	0.0002621231979030144	-1.7247888	0.34466314	0
CAMTA1-DT	0.0015708406	1.0622898e-09	0.0	0.0019430659	0.001834862385321101	4.3526487	2.0094817	0
CAMTA1	1.171874	1.2138035	0.8639380530973452	1.1619449	0.7779816513761468	-0.06298796	1.5362424	0
AL512330.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CAMTA1-IT1	0.0013222948	1.0622898e-09	0.0	0.0016356246	0.001834862385321101	4.1173677	2.0235744	0
Z97987.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL365194.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL359881.3	0.00022493573	1.0622898e-09	0.0	0.00027823597	0.0005242463958060288	1.9192712	0.8030835	0
AL359881.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL359881.1	0.00016104814	1.0622898e-09	0.0	0.00019921048	0.0002621231979030144	1.5811454	0.4984336	0
VAMP3	0.37604365	0.4040311	0.4358407079646018	0.3694077	0.34888597640891217	-0.12921886	1.1774173	0
Z98884.2	0.00014867392	1.0622898e-09	0.0	0.00018390673	0.0002621231979030144	1.5054017	0.4984273	0
PER3	0.047420327	0.046899036	0.05752212389380531	0.047542274	0.047968545216251636	0.019611089	0.030954935	0
Z98884.1	0.000328801	1.0622898e-09	0.0	0.00040672044	0.0005242463958060288	2.3411748	0.7850166	0
UTS2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
TNFRSF9	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
PARK7	1.3949505	1.4708251	0.9347345132743363	1.3769768	0.8456094364351245	-0.09511469	4.700386	0
AL034417.4	0.0008739527	1.0622898e-09	0.0	0.0010810439	0.001310615989515072	3.5619752	1.4909571	0
AL034417.3	0.00085492566	1.0622898e-09	0.0	0.0010575079	0.0005242463958060288	3.532935	0.71165013	0
ERRFI1	0.020079521	0.02128196	0.02765486725663717	0.019794734	0.01887287024901704	-0.104007475	0.113006845	0
AL034417.2	0.00062425627	0.0009185527	0.0011061946902654867	0.00055451697	0.0005242463958060288	-0.6380181	0.14461507	0
LINC01714	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL358876.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
SLC45A1	0.0035990523	0.006822657	0.008849557522123894	0.0028353753	0.003145478374836173	-1.2377808	0.9102269	0
RERE	0.5715422	0.59882516	0.5829646017699115	0.56508934	0.4867627785058978	-0.08364151	0.93289435	0
RERE-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL357552.2	0.00015390583	0.0008033389	0.0011061946902654867	-3.594323e-09	0.0	-3.1753192	0.4981554	0
ENO1	3.2116654	3.0641036	0.9966814159292036	3.2466311	0.9787680209698558	0.08347576	13.994039	0
ENO1-AS1	0.0048263776	0.0034301027	0.004424778761061947	0.005157409	0.005504587155963303	0.5746417	0.38451266	0
CA6	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
SLC2A7	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
SLC2A5	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
GPR157	0.018680926	0.0101515055	0.01327433628318584	0.020702131	0.021756225425950196	1.0208955	2.243172	0
MIR34AHG	0.007872073	0.010781849	0.014380530973451327	0.00718317	0.00655307994757536	-0.5792853	0.51321375	0
LNCTAM34A	0.011186851	0.016691614	0.01991150442477876	0.009882764	0.011533420707732634	-0.7502297	0.89346534	0
H6PD	0.0874672	0.09832251	0.11836283185840708	0.08489686	0.08702490170380078	-0.21157877	0.6978606	0
SPSB1	0.0029898258	0.0060554883	0.008849557522123894	0.0022633155	0.0034076015727391874	-1.381061	1.0106617	0
BX323043.1	0.00040720677	1.0622898e-09	0.0	0.0005037014	0.0005242463958060288	2.5938199	0.79144514	0
LINC02606	0.0057964646	0.0043899748	0.00663716814159292	0.006129786	0.006290956749672346	0.47247532	0.35349333	0
AL928921.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
SLC25A33	0.07156595	0.062435873	0.08628318584070796	0.07373063	0.08099606815203146	0.23953547	0.76165533	0
TMEM201	0.035742786	0.033759333	0.046460176991150445	0.036211133	0.03853211009174312	0.10085832	0.15941209	0
PIK3CD	0.0047650523	0.005680025	0.007743362831858407	0.0045486004	0.00471821756225426	-0.31427935	0.19213693	0
PIK3CD-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
PIK3CD-AS2	0.060391832	0.067557886	0.08075221238938053	0.05869397	0.06107470511140236	-0.20258991	0.4971509	0
CLSTN1	0.23480557	0.22293115	0.2610619469026549	0.23761633	0.23853211009174313	0.091995895	0.47986862	0
