gene	mean	Fus-HO_mean	Fus-HO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
NOC2L	0.21227928	0.19356419	0.190625	0.22488518	0.2736842105263158	0.2162728	0.5277055	0
KLHL17	0.025210932	0.01445911	0.015625	0.032454394	0.04	1.1609303	1.1407499	0
PLEKHN1	0.0045826416	0.0046625314	0.00625	0.0045289146	0.00631578947368421	-0.041054673	0.010216838	0
PERM1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL645608.7	0.022324959	0.012009876	0.0125	0.029274134	0.029473684210526315	1.2783623	1.0367541	0
HES4	0.58903104	0.39685205	0.35625	0.71849954	0.6252631578947369	0.85622334	12.213896	1
ISG15	0.24559973	0.16076782	0.159375	0.30274826	0.3452631578947368	0.91271925	5.4199595	1
AL645608.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AGRN	0.1649793	0.15838684	0.165625	0.1694206	0.21894736842105264	0.09709756	0.17280358	0
AL645608.5	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL645608.8	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
RNF223	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
C1orf159	0.02317237	0.019225203	0.021875	0.025831595	0.035789473684210524	0.42422742	0.293093	0
AL390719.3	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
LINC01342	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL390719.2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
TTLL10-AS1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
TTLL10	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
TNFRSF18	0.0065902406	0.014019515	0.009375	0.0015851251	0.002105263157894737	-3.066763	0.8633092	0
TNFRSF4	0.0020873714	-9.458745e-11	0.0	0.0034936008	0.004210526315789474	5.16736	0.8018845	0
SDF4	0.84107685	0.7642928	0.61875	0.8928041	0.7726315789473684	0.22419102	2.2509365	0
B3GALT6	0.20115303	0.17433937	0.18125	0.21921517	0.25894736842105265	0.33027998	0.9254614	0
C1QTNF12	0.013445016	0.015032648	0.01875	0.012375363	0.018947368421052633	-0.27858263	0.13311435	0
AL162741.1	0.00080481195	-9.458745e-11	0.0	0.0013470008	0.002105263157894737	3.8549953	0.4978234	0
UBE2J2	0.28200746	0.21232842	0.20625	0.32894722	0.3873684210526316	0.63131773	3.5136168	0
LINC01786	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
SCNN1D	0.0038533353	0.009573282	0.009375	4.8748916e-10	0.0	-6.5959263	1.0673089	0
ACAP3	0.13461354	0.098905146	0.103125	0.15866983	0.20421052631578948	0.6813613	1.9606909	0
PUSL1	0.13408984	0.121619694	0.121875	0.14249094	0.1957894736842105	0.22831963	0.42302385	0
INTS11	0.18740462	0.16077374	0.16875	0.20534424	0.2631578947368421	0.35281813	0.99874926	0
AL139287.1	0.00095235446	-9.458745e-11	0.0	0.0015939403	0.002105263157894737	4.0823126	0.49781838	0
CPTP	0.07985922	0.055443432	0.065625	0.096308015	0.13473684210526315	0.79553676	1.8023723	0
TAS1R3	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
DVL1	0.07701415	0.08690072	0.09375	0.07035413	0.09894736842105263	-0.30434307	0.41800612	0
MXRA8	0.1450377	0.18769167	0.1875	0.11630258	0.15157894736842106	-0.69001013	2.0539136	0
AURKAIP1	0.86090803	0.6499083	0.5375	1.003053	0.8	0.62601155	13.135307	1
CCNL2	0.3729092	0.29551953	0.3	0.42504483	0.4610526315789474	0.5242129	3.5778167	0
MRPL20-AS1	0.04746477	0.045348532	0.05	0.048890896	0.06526315789473684	0.10827989	0.093944944	0
MRPL20	0.84334534	0.7574987	0.615625	0.9011779	0.76	0.2505381	2.6450624	0
AL391244.2	0.0048943325	0.009429562	0.00625	0.0018391303	0.002105263157894737	-2.2970002	0.5636318	0
ANKRD65	0.0005276533	-9.458745e-11	0.0	0.00088312506	0.002105263157894737	3.2973762	0.49781272	0
AL391244.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
TMEM88B	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
LINC01770	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
VWA1	0.11975396	0.105494134	0.1125	0.12936068	0.16421052631578947	0.2939843	0.5407305	0
ATAD3C	0.0044634994	0.0040230877	0.003125	0.004760288	0.008421052631578947	0.23731677	0.057658337	0
ATAD3B	0.044222515	0.027253937	0.028125	0.055654325	0.08	1.0273352	1.4758608	0
ATAD3A	0.11730769	0.06886591	0.078125	0.14994222	0.1957894736842105	1.1214132	4.144357	0
TMEM240	0.07140031	0.06720486	0.071875	0.074227	0.09052631578947369	0.14317563	0.15743256	0
SSU72	0.7417964	0.6761344	0.5375	0.7860313	0.7157894736842105	0.21724688	1.72881	0
AL645728.1	0.014090369	0.011106571	0.0125	0.016100451	0.02526315789473684	0.53168905	0.29617798	0
FNDC10	0.09419868	0.051988237	0.065625	0.122635365	0.16	1.2365214	4.1183124	0
AL691432.4	0.0015031745	-9.458745e-11	0.0	0.002515839	0.002105263157894737	4.7092032	0.49782193	0
AL691432.2	0.027764097	0.037907127	0.034375	0.020931458	0.02736842105263158	-0.85372114	0.7206457	0
MIB2	0.103632316	0.11780399	0.125	0.09408532	0.12842105263157894	-0.32403845	0.5483993	0
MMP23B	0.31752646	0.25134638	0.24375	0.36210892	0.3642105263157895	0.52657133	2.7107368	0
CDK11B	0.177228	0.13474016	0.146875	0.20585054	0.2694736842105263	0.6110476	2.3084276	0
FO704657.1	0.0009280659	-9.458745e-11	0.0	0.0015532885	0.002105263157894737	4.047268	0.49782616	0
SLC35E2B	0.10732629	0.11950783	0.121875	0.099119976	0.12631578947368421	-0.26960927	0.43649045	0
CDK11A	0.12913086	0.1024656	0.11875	0.1470949	0.19157894736842104	0.52118087	1.3534586	0
SLC35E2A	0.03183424	0.027055897	0.03125	0.03505381	0.04842105263157895	0.37241557	0.31538242	0
NADK	0.12150125	0.10392586	0.1125	0.13334167	0.1726315789473684	0.35926697	0.72127366	0
GNB1	0.8952437	0.73528147	0.58125	1.0030079	0.8021052631578948	0.44791207	7.5568447	0
AL109917.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
CALML6	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
TMEM52	0.009106823	0.013060398	0.0125	0.006443187	0.008421052631578947	-1.0081377	0.42527556	0
CFAP74	0.0062672235	0.010118243	0.009375	0.0036728657	0.004210526315789474	-1.4374145	0.4664116	0
AL391845.2	0.0014199327	0.0035276206	0.003125	4.8748916e-10	0.0	-5.1809444	0.49748486	0
GABRD	0.010712879	0.024099609	0.01875	0.0016943176	0.002105263157894737	-3.7534766	1.5548359	0
AL391845.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
PRKCZ	0.014642727	0.030192908	0.03125	0.0041666795	0.00631578947368421	-2.8277946	2.0112464	0
AL590822.2	0.0008288757	0.0020592134	0.003125	4.8748916e-10	0.0	-4.432427	0.4974862	0
PRKCZ-AS1	0.009347503	0.015919093	0.015625	0.004920163	0.00631578947368421	-1.6739863	0.7913041	0
FAAP20	0.76472706	0.6699244	0.559375	0.82859415	0.728421052631579	0.30662605	3.301307	0
AL590822.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
SKI	0.22031596	0.19112729	0.2	0.23997784	0.30105263157894735	0.3282139	1.0379127	0
AL590822.3	0.0047336263	0.0030351442	0.003125	0.005877864	0.010526315789473684	0.9310983	0.3130651	0
MORN1	0.011664494	0.007183996	0.009375	0.014682855	0.023157894736842106	1.0211229	0.6297289	0
AL589739.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL513477.2	0.0021542353	0.0016876378	0.003125	0.0024685739	0.004210526315789474	0.5229132	0.12557518	0
RER1	0.7056247	0.6396606	0.534375	0.75006413	0.7031578947368421	0.22967419	1.8408837	0
PEX10	0.07773369	0.07621345	0.08125	0.07875822	0.11368421052631579	0.04732381	0.05127907	0
PLCH2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL139246.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL139246.4	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
PANK4	0.014424399	0.019911764	0.021875	0.010727494	0.014736842105263158	-0.886149	0.53142864	0
HES5	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL139246.5	0.0071748034	-9.458745e-11	0.0	0.012008355	0.014736842105263158	6.9198604	2.0685773	0
TNFRSF14-AS1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
TNFRSF14	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL139246.3	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
PRXL2B	0.06388554	0.027626665	0.0375	0.088312685	0.11368421052631579	1.6729794	4.49174	0
MMEL1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL831784.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
TTC34	0.0044647893	0.0068711173	0.00625	0.0028438012	0.004210526315789474	-1.2437096	0.34801823	0
AC242022.2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AC242022.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL592464.2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL592464.3	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL592464.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL589702.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
ACTRT2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
PRDM16-DT	0.005009139	0.008680492	0.009375	0.0025358675	0.004210526315789474	-1.7360238	0.59479755	0
PRDM16	0.011135084	0.013398587	0.0125	0.009610037	0.014736842105263158	-0.47525957	0.20057102	0
AL008733.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL590438.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL354743.2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL354743.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
ARHGEF16	0.012928904	0.019051457	0.015625	0.00880417	0.010526315789473684	-1.1049011	0.528687	0
AL512413.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
MEGF6	0.0075269295	0.012781165	0.0125	0.0039871144	0.004210526315789474	-1.6561085	0.67604774	0
AL513320.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
TPRG1L	0.1567957	0.15559255	0.15	0.15760641	0.2063157894736842	0.01854149	0.026939703	0
WRAP73	0.07653989	0.05941293	0.065625	0.08807839	0.11578947368421053	0.567222	0.9790917	0
TP73	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL136528.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL136528.2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
CCDC27	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
SMIM1	0.10830446	0.16508871	0.15625	0.07005018	0.08842105263157894	-1.2355964	3.8138106	0
LRRC47	0.11730714	0.12586874	0.13125	0.11153952	0.14736842105263157	-0.17421794	0.27188936	0
AL365330.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
CEP104	0.16167675	0.15084314	0.15	0.16897525	0.20842105263157895	0.16366027	0.30901378	0
DFFB	0.028179092	0.027871974	0.03125	0.028386392	0.037894736842105266	0.02629075	0.016038159	0
C1orf174	0.14727858	0.13290417	0.14375	0.15696245	0.20842105263157895	0.23986682	0.4931245	0
LINC01134	0.00236381	0.0016036151	0.003125	0.0028759327	0.004210526315789474	0.8047426	0.20533597	0
LINC01346	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
LINC01345	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
LINC02780	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL805961.1	0.0010217061	-9.458745e-11	0.0	0.0017100127	0.002105263157894737	4.1779294	0.4978216	0
LINC01777	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL355602.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
Z98747.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
LINC01646	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AJAP1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
Z98886.1	0.001493349	0.003710014	0.003125	4.8748916e-10	0.0	-5.2517176	0.49747977	0
BX005132.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
LINC02781	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
LINC02782	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL139823.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
Z98259.3	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
Z98259.2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
Z98259.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL365255.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
NPHP4	0.015891684	0.013423865	0.015625	0.017554177	0.02526315789473684	0.3845021	0.2141022	0
KCNAB2	0.019989066	0.012019823	0.0125	0.025357699	0.031578947368421054	1.0707333	0.8587792	0
CHD5	0.0011444509	0.0028432203	0.003125	4.8748916e-10	0.0	-4.879317	0.4974794	0
RPL22	2.4056096	2.5675733	0.99375	2.2964973	0.9936842105263158	-0.16096368	14.978626	0
AL031847.1	0.0013930246	-9.458745e-11	0.0	0.002331482	0.004210526315789474	4.6037655	0.79755557	0
RNF207	0.005181127	-9.458745e-11	0.0	0.0086715715	0.01263157894736842	6.454765	1.7968485	0
ICMT	0.15112697	0.0707222	0.078125	0.20529447	0.25473684210526315	1.5361238	8.481839	1
LINC00337	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
HES3	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
GPR153	0.063546985	0.06296512	0.06875	0.06393945	0.08421052631578947	0.022118697	0.020565605	0
ACOT7	0.09769344	0.046942513	0.053125	0.13188373	0.17894736842105263	1.488323	5.5071807	1
AL031848.2	0.0067349114	0.013371854	0.009375	0.0022635798	0.004210526315789474	-2.510903	0.7989423	0
HES2	0.0020637822	-9.458745e-11	0.0	0.003454119	0.004210526315789474	5.1514215	0.8001497	0
ESPN	0.037026957	0.08406154	0.078125	0.0053412938	0.010526315789473684	-3.9511395	5.2885685	1
AL031848.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
TNFRSF25	0.03363363	0.029983995	0.034375	0.03609288	0.05473684210526316	0.26670977	0.22080559	0
PLEKHG5	0.035047714	0.040058997	0.04375	0.031672277	0.04421052631578947	-0.33795473	0.29012704	0
NOL9	0.11426922	0.070159554	0.06875	0.14398544	0.18526315789473685	1.0361582	3.2943232	0
TAS1R1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
ZBTB48	0.039953966	0.02508057	0.03125	0.049974244	0.06526315789473684	0.99175787	1.3954158	0
KLHL21	0.01777256	0.019794697	0.021875	0.016410144	0.023157894736842106	-0.26903126	0.1485006	0
PHF13	0.09591487	0.079039395	0.0875	0.10728385	0.14526315789473684	0.4403092	0.8287559	0
THAP3	0.13946995	0.16881151	0.171875	0.11970318	0.16	-0.4956014	1.2524438	0
DNAJC11	0.08515996	0.06322261	0.071875	0.09993908	0.13263157894736843	0.659771	1.3432186	0
LINC01672	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL591163.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
CAMTA1-DT	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
CAMTA1	0.7250437	0.7362745	0.6125	0.7174775	0.6694736842105263	-0.037305	0.17037241	0
AL512330.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
CAMTA1-IT1	0.0018672618	-9.458745e-11	0.0	0.003125206	0.004210526315789474	5.011321	0.8021722	0
Z97987.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL365194.1	0.0006454902	0.0016036151	0.003125	4.8748916e-10	0.0	-4.0905204	0.4974801	0
AL359881.3	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL359881.2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL359881.1	0.00078502984	-9.458745e-11	0.0	0.0013138917	0.002105263157894737	3.8216012	0.49782363	0
VAMP3	0.45746827	0.39085385	0.359375	0.5023471	0.5305263157894737	0.36197346	2.3059313	0
Z98884.2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
PER3	0.033411875	0.055269692	0.0625	0.018687496	0.023157894736842106	-1.5593238	2.1161191	0
Z98884.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
UTS2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
TNFRSF9	0.013902301	0.0027881444	0.003125	0.021389732	0.02526315789473684	2.8954327	2.1658792	0
PARK7	1.4377815	1.2159538	0.7875	1.5872205	0.9389473684210526	0.38438642	13.005605	0
AL034417.4	0.0010968071	-9.458745e-11	0.0	0.0018357075	0.002105263157894737	4.2747903	0.49781796	0
AL034417.3	0.004893661	-9.458745e-11	0.0	0.008190443	0.008421052631578947	6.3733788	1.2128141	0
ERRFI1	0.25831497	0.14928077	0.140625	0.33176813	0.3368421052631579	1.1516155	7.558878	1
AL034417.2	0.010532226	0.008786619	0.009375	0.011708176	0.016842105263157894	0.4100797	0.17729802	0
LINC01714	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
AL358876.2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
SLC45A1	0.0034765678	-9.458745e-11	0.0	0.0058186846	0.010526315789473684	5.887206	1.4740683	0
RERE	0.46049342	0.34758624	0.325	0.5365585	0.5452631578947369	0.6262185	5.7105675	1
RERE-AS1	0.0007241687	-9.458745e-11	0.0	0.001212029	0.002105263157894737	3.7137291	0.49782506	0
AL357552.2	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
ENO1	2.6118462	2.8382714	0.996875	2.4593043	0.9894736842105263	-0.20675442	17.281847	0
ENO1-AS1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
CA6	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
SLC2A7	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
SLC2A5	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
GPR157	0.012551263	0.019185878	0.021875	0.00808141	0.01263157894736842	-1.2371235	0.7797578	0
MIR34AHG	0.027200108	0.031194644	0.03125	0.02450944	0.04	-0.34670398	0.2506882	0
LNCTAM34A	0.01977772	0.017512517	0.01875	0.021303708	0.02736842105263158	0.28125966	0.15744516	0
H6PD	0.112468086	0.11715189	0.128125	0.10931293	0.15368421052631578	-0.099828035	0.14228219	0
SPSB1	0.026171293	0.023972427	0.025	0.027653087	0.04421052631578947	0.20526662	0.1373285	0
BX323043.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
LINC02606	0.01151734	0.017827203	0.0125	0.0072662705	0.010526315789473684	-1.2831442	0.5566625	0
AL928921.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
SLC25A33	0.067591526	0.068703316	0.071875	0.06684294	0.09263157894736843	-0.039546102	0.03857499	0
TMEM201	0.02347588	0.01320475	0.015625	0.030395519	0.04421052631578947	1.1966559	1.2124542	0
PIK3CD	0.0095556285	0.011720815	0.009375	0.008096867	0.01263157894736842	-0.5281849	0.1937221	0
PIK3CD-AS1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
PIK3CD-AS2	0.036891263	0.048196122	0.053125	0.029276216	0.04	-0.7172588	0.789253	0
CLSTN1	0.36988446	0.3438693	0.325	0.3874109	0.4357894736842105	0.17195709	0.6215862	0
CTNNBIP1	0.25005794	0.2090606	0.225	0.27767497	0.3494736842105263	0.4093055	1.6983458	0
AL357140.1	0.0029306095	0.0060265865	0.00625	0.0008449546	0.002105263157894737	-2.6967666	0.62780124	0
AL357140.4	0.0011675701	-9.458745e-11	0.0	0.0019541427	0.002105263157894737	4.360466	0.4978206	0
LZIC	0.40527797	0.38320717	0.35625	0.42014745	0.47157894736842104	0.13273802	0.47814494	0
AL357140.2	0.0008163321	0.0020280504	0.003125	4.8748916e-10	0.0	-4.4114537	0.4974818	0
NMNAT1	0.077928655	0.07470763	0.08125	0.08009889	0.10947368421052632	0.10039687	0.114647575	0
AL603962.1	9.749783e-10	-9.458745e-11	0.0	4.8748916e-10	0.0	8.427125e-06	44.55244	0
RBP7	0.004191079	0.004352922	0.003125	0.004082069	0.004210526315789474	-0.09053554	0.018306715	0
UBE4B	0.14084814	0.12119922	0.128125	0.15408544	0.19789473684210526	0.34609628	0.7745814	0
KIF1B	0.47172746	0.32900673	0.315625	0.56787795	0.5663157894736842	0.7872794	9.063976	1
AL139424.3	0.0037311087	0.004195149	0.00625	0.0034185213	0.00631578947368421	-0.28773886	0.08171578	0
AL139424.2	0.0022087719	-9.458745e-11	0.0	0.003696783	0.008421052631578947	5.246707	1.303055	0
PGD	0.35347947	0.2444802	0.25625	0.42691028	0.4631578947368421	0.8039632	7.050938	1
AL139424.1	0.0010353973	-9.458745e-11	0.0	0.0017329276	0.002105263157894737	4.1960793	0.49782634	0
CENPS	0.07296436	0.06467299	0.06875	0.0785505	0.11157894736842106	0.28006357	0.3660508	0
CORT	0.00643455	0.0036531596	0.00625	0.008308312	0.014736842105263158	1.1637105	0.58381605	0
DFFA	0.27562216	0.2487555	0.25	0.29371986	0.3452631578947368	0.23962359	0.78786325	0
AL354956.1	0.0036610828	-9.458745e-11	0.0	0.006127496	0.008421052631578947	5.960582	1.3298649	0
