gene	mean	HO_mean	HO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
TNFRSF18	0.0030709656	0.0066719004	0.01020408163265306	0.0015851251	0.002105263157894737	-2.006705	0.5129436	0
TNFRSF4	0.0024731155	-1.3096724e-10	0.0	0.0034936008	0.004210526315789474	5.1673603	0.8018845	0
SDF4	0.9163575	0.97343796	0.8571428571428571	0.8928041	0.7726315789473684	-0.124732	1.109652	0
B3GALT6	0.23266275	0.26524866	0.3826530612244898	0.21921517	0.25894736842105265	-0.27488354	0.8129513	0
C1QTNF12	0.014520865	0.019720271	0.030612244897959183	0.012375363	0.018947368421052633	-0.66789484	0.37934548	0
AL162741.1	0.00095354003	-1.3096724e-10	0.0	0.0013470008	0.002105263157894737	3.8549957	0.49782348	0
UBE2J2	0.3220546	0.3053465	0.4336734693877551	0.32894722	0.3873684210526316	0.10737497	0.308707	0
LINC01786	0.00063303	0.002167191	0.00510204081632653	4.8748916e-10	0.0	-4.502827	0.49682045	0
SCNN1D	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
ACAP3	0.13783751	0.08735123	0.14795918367346939	0.15866983	0.20421052631578948	0.8603862	2.8836818	0
PUSL1	0.13705474	0.12388061	0.20918367346938777	0.14249094	0.1957894736842105	0.20176782	0.38204566	0
INTS11	0.19957033	0.18557681	0.2755102040816326	0.20534424	0.2631578947368421	0.14595328	0.31376407	0
AL139287.1	0.0011283482	-1.3096724e-10	0.0	0.0015939403	0.002105263157894737	4.082313	0.49781847	0
CPTP	0.09961685	0.1076363	0.16326530612244897	0.096308015	0.13473684210526315	-0.16027941	0.22319141	0
TAS1R3	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
DVL1	0.07904753	0.100116685	0.15816326530612246	0.07035413	0.09894736842105263	-0.5083666	0.86217064	0
MXRA8	0.1404364	0.19892444	0.2602040816326531	0.11630258	0.15157894736842106	-0.7738226	2.2805004	0
AURKAIP1	0.95285964	0.83121234	0.8061224489795918	1.003053	0.8	0.27107897	3.7681615	0
CCNL2	0.39188507	0.3115209	0.4030612244897959	0.42504483	0.4610526315789474	0.4481625	2.5720618	0
MRPL20-AS1	0.04361215	0.030819686	0.05102040816326531	0.048890896	0.06526315789473684	0.6639881	0.72750187	0
MRPL20	0.8502259	0.7267461	0.7193877551020408	0.9011779	0.76	0.31032208	3.5556285	0
AL391244.2	0.0037772986	0.008474508	0.015306122448979591	0.0018391303	0.002105263157894737	-2.1446443	0.6766961	0
ANKRD65	0.0013949176	0.0026351598	0.00510204081632653	0.00088312506	0.002105263157894737	-1.4761783	0.27652326	0
AL391244.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
TMEM88B	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
LINC01770	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
VWA1	0.12763326	0.12344723	0.1683673469387755	0.12936068	0.16421052631578947	0.06745127	0.09017969	0
ATAD3C	0.006492246	0.01068972	0.015306122448979591	0.004760288	0.008421052631578947	-1.1505437	0.42222196	0
ATAD3B	0.045037854	0.019309547	0.03571428571428571	0.055654325	0.08	1.5223173	2.6708107	0
ATAD3A	0.13085791	0.08460783	0.14285714285714285	0.14994222	0.1957894736842105	0.82480127	2.5801504	0
TMEM240	0.07085627	0.062688015	0.10204081632653061	0.074227	0.09052631578947369	0.24339715	0.2843034	0
SSU72	0.7996374	0.8326113	0.8316326530612245	0.7860313	0.7157894736842105	-0.08304613	0.52671504	0
AL645728.1	0.017706865	0.021599805	0.03571428571428571	0.016100451	0.02526315789473684	-0.42164803	0.24820441	0
FNDC10	0.119934045	0.11338788	0.18877551020408162	0.122635365	0.16	0.113012746	0.16874163	0
AL691432.4	0.003367638	0.0054321475	0.01020408163265306	0.002515839	0.002105263157894737	-1.0805658	0.27873698	0
AL691432.2	0.02193381	0.024362834	0.04081632653061224	0.020931458	0.02736842105263158	-0.21804264	0.12670413	0
MIB2	0.11406939	0.16250081	0.24489795918367346	0.09408532	0.12842105263157894	-0.78776026	2.162775	0
MMP23B	0.32924482	0.24959692	0.3010204081632653	0.36210892	0.3642105263157895	0.536644	2.4761178	0
CDK11B	0.19159015	0.15703003	0.23469387755102042	0.20585054	0.2694736842105263	0.39033902	1.1233199	0
FO704657.1	0.0015664054	0.0015982079	0.00510204081632653	0.0015532885	0.002105263157894737	-0.03867449	0.007037143	0
SLC35E2B	0.10512028	0.11966235	0.16326530612244897	0.099119976	0.12631578947368421	-0.2714719	0.4054266	0
CDK11A	0.141438	0.12772892	0.1836734693877551	0.1470949	0.19157894736842104	0.20351334	0.35179257	0
SLC35E2A	0.040025458	0.052075546	0.08673469387755102	0.03505381	0.04842105263157895	-0.5696928	0.6207851	0
NADK	0.11781551	0.08018861	0.12755102040816327	0.13334167	0.1726315789473684	0.7329419	1.866328	0
GNB1	0.9955226	0.9773828	0.8724489795918368	1.0030079	0.8021052631578948	0.03733363	0.24024782	0
AL109917.1	0.003368705	0.011532907	0.02040816326530612	4.8748916e-10	0.0	-6.862061	1.3191063	0
CALML6	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
TMEM52	0.010924675	0.021785	0.03571428571428571	0.006443187	0.008421052631578947	-1.741877	1.0645614	0
CFAP74	0.002600017	-1.3096724e-10	0.0	0.0036728657	0.004210526315789474	5.237591	0.7996329	0
AL391845.2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
GABRD	0.0032289953	0.0069482788	0.01020408163265306	0.0016943176	0.002105263157894737	-1.9738357	0.48073965	0
AL391845.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
PRKCZ	0.012351686	0.03218747	0.05102040816326531	0.0041666795	0.00631578947368421	-2.9197888	2.0250688	0
AL590822.2	0.0016612224	0.005687104	0.01020408163265306	4.8748916e-10	0.0	-5.8547626	0.80136657	0
PRKCZ-AS1	0.005917985	0.008336077	0.01020408163265306	0.004920163	0.00631578947368421	-0.74883807	0.21471056	0
FAAP20	0.8153257	0.7831703	0.8316326530612245	0.82859415	0.728421052631579	0.08132951	0.53862125	0
AL590822.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
SKI	0.23306857	0.21632153	0.3163265306122449	0.23997784	0.30105263157894735	0.14965813	0.35881394	0
AL590822.3	0.005868637	0.005846243	0.01020408163265306	0.005877864	0.010526315789473684	0.007651647	0.0021965858	0
MORN1	0.016433299	0.020675149	0.030612244897959183	0.014682855	0.023157894736842106	-0.49093384	0.27292487	0
AL589739.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL513477.2	0.0025329606	0.0026889988	0.00510204081632653	0.0024685739	0.004210526315789474	-0.11877978	0.024402173	0
RER1	0.7369846	0.70528865	0.75	0.75006413	0.7031578947368421	0.08878791	0.50833607	0
PEX10	0.08077915	0.08567772	0.14285714285714285	0.07875822	0.11368421052631579	-0.1213419	0.1472952	0
PLCH2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL139246.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL139246.4	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
PANK4	0.020087007	0.042769127	0.07142857142857142	0.010727494	0.014736842105263158	-1.9852396	2.036669	0
HES5	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL139246.5	0.008500699	-1.3096724e-10	0.0	0.012008355	0.014736842105263158	6.919861	2.0685773	0
TNFRSF14-AS1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
TNFRSF14	0.0005335739	0.0018267061	0.00510204081632653	4.8748916e-10	0.0	-4.2680573	0.4968225	0
AL139246.3	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
PRXL2B	0.08067342	0.062160246	0.10714285714285714	0.088312685	0.11368421052631579	0.5059421	0.83664095	0
MMEL1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL831784.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
TTC34	0.0029698303	0.003275458	0.00510204081632653	0.0028438012	0.004210526315789474	-0.19740309	0.040593047	0
AC242022.2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AC242022.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL592464.2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL592464.3	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL592464.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL589702.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
ACTRT2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
PRDM16-DT	0.0037174716	0.0065810825	0.015306122448979591	0.0025358675	0.004210526315789474	-1.341804	0.4689417	0
PRDM16	0.015551681	0.029950684	0.04591836734693878	0.009610037	0.014736842105263158	-1.6298491	1.2226303	0
AL008733.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL590438.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL354743.2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL354743.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
ARHGEF16	0.015879733	0.033026975	0.061224489795918366	0.00880417	0.010526315789473684	-1.8954533	1.7036387	0
AL512413.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
MEGF6	0.008056792	0.0179193	0.02040816326530612	0.0039871144	0.004210526315789474	-2.1403885	0.8364837	0
AL513320.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
TPRG1L	0.15852916	0.16076574	0.23469387755102042	0.15760641	0.2063157894736842	-0.028615812	0.04275995	0
WRAP73	0.08738614	0.08570933	0.1377551020408163	0.08807839	0.11578947368421053	0.03929058	0.043169726	0
TP73	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL136528.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL136528.2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
CCDC27	0.00061119464	0.002092438	0.00510204081632653	4.8748916e-10	0.0	-4.4544573	0.49682093	0
SMIM1	0.107007645	0.19657396	0.25510204081632654	0.07005018	0.08842105263157894	-1.4872873	4.937981	0
LRRC47	0.123220965	0.15153109	0.22959183673469388	0.11153952	0.14736842105263157	-0.4417177	0.9183591	0
AL365330.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
CEP104	0.17898133	0.20323113	0.27040816326530615	0.16897525	0.20842105263157895	-0.2661656	0.5894442	0
DFFB	0.022782393	0.009201229	0.02040816326530612	0.028386392	0.037894736842105266	1.6147797	1.6908488	0
C1orf174	0.16159289	0.17281476	0.27040816326530615	0.15696245	0.20842105263157895	-0.1387226	0.26418158	0
LINC01134	0.0020358693	-1.3096724e-10	0.0	0.0028759327	0.004210526315789474	4.895272	0.8020615	0
LINC01346	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
LINC01345	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
LINC02780	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL805961.1	0.001210516	-1.3096724e-10	0.0	0.0017100127	0.002105263157894737	4.17793	0.4978217	0
LINC01777	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL355602.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
Z98747.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
LINC01646	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AJAP1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
Z98886.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
BX005132.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
LINC02781	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
LINC02782	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL139823.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
Z98259.3	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
Z98259.2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
Z98259.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL365255.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
NPHP4	0.015495379	0.0105059035	0.025510204081632654	0.017554177	0.02526315789473684	0.7351421	0.5023247	0
KCNAB2	0.02200796	0.013889746	0.02040816326530612	0.025357699	0.031578947368421054	0.8637323	0.63171715	0
CHD5	0.00076974544	0.0026351598	0.00510204081632653	4.8748916e-10	0.0	-4.773546	0.49682537	0
RPL22	2.3569262	2.5033708	1.0	2.2964973	0.9936842105263158	-0.12443164	9.155751	0
AL031847.1	0.0016504534	-1.3096724e-10	0.0	0.002331482	0.004210526315789474	4.603766	0.79755557	0
RNF207	0.008359589	0.007603625	0.015306122448979591	0.0086715715	0.01263157894736842	0.18729785	0.07027751	0
ICMT	0.17646424	0.10659525	0.1683673469387755	0.20529447	0.25473684210526315	0.94490147	4.04992	0
LINC00337	0.0004151736	0.0014213662	0.00510204081632653	4.8748916e-10	0.0	-3.9272885	0.49681956	0
HES3	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
GPR153	0.05864641	0.045819353	0.07653061224489796	0.06393945	0.08421052631578947	0.47985858	0.6073163	0
ACOT7	0.10598079	0.043206014	0.08673469387755102	0.13188373	0.17894736842105263	1.6077207	6.3765273	1
AL031848.2	0.002420815	0.0028018458	0.00510204081632653	0.0022635798	0.004210526315789474	-0.2959973	0.061629966	0
HES2	0.0024451662	-1.3096724e-10	0.0	0.003454119	0.004210526315789474	5.151422	0.8001497	0
ESPN	0.045345206	0.14229539	0.15816326530612246	0.0053412938	0.010526315789473684	-4.709809	6.6976995	1
AL031848.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
TNFRSF25	0.035258323	0.033236545	0.05102040816326531	0.03609288	0.05473684210526316	0.11860132	0.08221327	0
PLEKHG5	0.030802138	0.028693661	0.05102040816326531	0.031672277	0.04421052631578947	0.14201728	0.09745729	0
NOL9	0.12553649	0.08082652	0.1377551020408163	0.14398544	0.18526315789473685	0.83224	2.5629163	0
TAS1R1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
ZBTB48	0.04689123	0.039420396	0.07142857142857142	0.049974244	0.06526315789473684	0.3414713	0.34665102	0
KLHL21	0.014478771	0.009797938	0.015306122448979591	0.016410144	0.023157894736842106	0.7381528	0.3901426	0
PHF13	0.11430232	0.13131195	0.20408163265306123	0.10728385	0.14526315789473684	-0.29131937	0.5177728	0
THAP3	0.13830547	0.18338802	0.2755102040816326	0.11970318	0.16	-0.61501974	1.7994833	0
DNAJC11	0.10488283	0.116864495	0.17346938775510204	0.09993908	0.13263157894736843	-0.22550699	0.33822903	0
LINC01672	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL591163.1	0.0005496686	0.0018818056	0.00510204081632653	4.8748916e-10	0.0	-4.3087363	0.4968171	0
CAMTA1-DT	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
CAMTA1	0.74575835	0.8142979	0.8061224489795918	0.7174775	0.6694736842105263	-0.18259922	1.4927303	0
AL512330.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
CAMTA1-IT1	0.0029666782	0.0025825445	0.00510204081632653	0.003125206	0.004210526315789474	0.2657893	0.05889268	0
Z97987.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL365194.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL359881.3	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL359881.2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL359881.1	0.00093010213	-1.3096724e-10	0.0	0.0013138917	0.002105263157894737	3.8216016	0.49782372	0
VAMP3	0.4869393	0.44960272	0.5408163265306123	0.5023471	0.5305263157894737	0.16000019	0.7042664	0
Z98884.2	0.0006103824	0.0020896574	0.00510204081632653	4.8748916e-10	0.0	-4.452626	0.49682155	0
PER3	0.032066215	0.06449059	0.09183673469387756	0.018687496	0.023157894736842106	-1.7815511	2.272366	0
Z98884.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
UTS2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
TNFRSF9	0.020325359	0.017745862	0.02040816326530612	0.021389732	0.02526315789473684	0.2680579	0.12528814	0
PARK7	1.538059	1.4189146	0.9387755102040817	1.5872205	0.9389473684210526	0.16170408	3.41629	0
AL034417.4	0.0028040437	0.0051507405	0.01020408163265306	0.0018357075	0.002105263157894737	-1.43966	0.38042578	0
AL034417.3	0.0057980036	-1.3096724e-10	0.0	0.008190443	0.008421052631578947	6.373379	1.2128141	0
ERRFI1	0.292387	0.19694544	0.25	0.33176813	0.3368421052631579	0.7520816	3.7362423	0
AL034417.2	0.011656209	0.011530209	0.02040816326530612	0.011708176	0.016842105263157894	0.021909008	0.008479998	0
LINC01714	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
AL358876.2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
SLC45A1	0.006704907	0.008852644	0.015306122448979591	0.0058186846	0.010526315789473684	-0.59703726	0.21436784	0
RERE	0.5038251	0.42449847	0.5357142857142857	0.5365585	0.5452631578947369	0.33790523	2.1968079	0
RERE-AS1	0.0016434593	0.0026889988	0.00510204081632653	0.001212029	0.002105263157894737	-1.0879478	0.20975375	0
AL357552.2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
ENO1	2.6109807	2.9785569	0.9948979591836735	2.4593043	0.9894736842105263	-0.276353	23.28586	0
ENO1-AS1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
CA6	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
SLC2A7	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
SLC2A5	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
GPR157	0.014942115	0.0315683	0.05102040816326531	0.00808141	0.01263157894736842	-1.9526181	1.5498687	0
MIR34AHG	0.020287547	0.01005582	0.02040816326530612	0.02450944	0.04	1.2769051	1.2245862	0
LNCTAM34A	0.02120343	0.020960301	0.03571428571428571	0.021303708	0.02736842105263158	0.02333474	0.011561225	0
H6PD	0.118108906	0.13942622	0.20918367346938777	0.10931293	0.15368421052631578	-0.35075304	0.6805529	0
SPSB1	0.027868608	0.028391471	0.04591836734693878	0.027653087	0.04421052631578947	-0.037881877	0.023125444	0
BX323043.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
LINC02606	0.006055513	0.0031212193	0.00510204081632653	0.0072662705	0.010526315789473684	1.1933274	0.43272972	0
AL928921.1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
SLC25A33	0.07077511	0.08030551	0.1326530612244898	0.06684294	0.09263157894736843	-0.26436237	0.32832396	0
TMEM201	0.03336333	0.04055669	0.05612244897959184	0.030395519	0.04421052631578947	-0.41489568	0.33015132	0
PIK3CD	0.0077679697	0.0069708987	0.01020408163265306	0.008096867	0.01263157894736842	0.21317899	0.06911079	0
PIK3CD-AS1	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
PIK3CD-AS2	0.041002695	0.06942331	0.09693877551020408	0.029276216	0.04	-1.2428482	1.5053704	0
CLSTN1	0.37765357	0.3540035	0.45408163265306123	0.3874109	0.4357894736842105	0.13006586	0.42186743	0
CTNNBIP1	0.263976	0.23077317	0.35714285714285715	0.27767497	0.3494736842105263	0.266816	0.923786	0
AL357140.1	0.0005981423	-1.3096724e-10	0.0	0.0008449546	0.002105263157894737	3.2402468	0.49780995	0
AL357140.4	0.0013833353	-1.3096724e-10	0.0	0.0019541427	0.002105263157894737	4.3604665	0.4978206	0
LZIC	0.46446973	0.57188505	0.6938775510204082	0.42014745	0.47157894736842104	-0.44473845	3.9370468	0
AL357140.2	8.367351e-10	-1.3096724e-10	0.0	4.8748916e-10	0.0	8.94307e-06	44.25141	0
NMNAT1	0.08469983	0.09585078	0.15306122448979592	0.08009889	0.10947368421052632	-0.25871232	0.36173368	0
