id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EN_H	CM|EN_V	CM|EP	CM|FB_H	CM|FB_V	CM|PR	CM|UN	EN_H|CM	EN_H|EN_H	EN_H|EN_V	EN_H|EP	EN_H|FB_H	EN_H|FB_V	EN_H|PR	EN_H|UN	EN_V|CM	EN_V|EN_H	EN_V|EN_V	EN_V|EP	EN_V|FB_H	EN_V|FB_V	EN_V|PR	EN_V|UN	EP|CM	EP|EN_H	EP|EN_V	EP|EP	EP|FB_H	EP|FB_V	EP|PR	EP|UN	FB_H|CM	FB_H|EN_H	FB_H|EN_V	FB_H|EP	FB_H|FB_H	FB_H|FB_V	FB_H|PR	FB_H|UN	FB_V|CM	FB_V|EN_H	FB_V|EN_V	FB_V|EP	FB_V|FB_H	FB_V|FB_V	FB_V|PR	FB_V|UN	PR|CM	PR|EN_H	PR|EN_V	PR|EP	PR|FB_H	PR|FB_V	PR|PR	PR|UN	UN|CM	UN|EN_H	UN|EN_V	UN|EP	UN|FB_H	UN|FB_V	UN|PR	UN|UN
CPI-SS015B29D3F	APOA1_ABCA1	simple:P02647	simple:O95477	APOA1	ABCA1	True	False	False	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.14	0.16	0.137	0.191	0.269	0.162	0.173	0.125	0.058	0.078	0.055	0.109	0.187	0.081	0.092	0.044	0.05	0.069	0.046	0.1	0.179	0.072	0.083	0.035	1.142	1.162	1.139	1.192	1.271	1.164	1.175	1.127	0.059	0.079	0.056	0.11	0.188	0.081	0.092	0.044	0.053	0.073	0.05	0.104	0.182	0.075	0.086	0.038	0.061	0.081	0.058	0.111	0.19	0.083	0.094	0.046	0.076	0.096	0.072	0.126	0.205	0.098	0.109	0.061
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.007	0.0	0.007	0.008	0.092	0.097	0.071	0.013	0.009	0.0	0.009	0.01	0.095	0.1	0.073	0.015	0.027	0.0	0.027	0.028	0.113	0.117	0.091	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.012	0.013	0.097	0.102	0.076	0.018	0.141	0.0	0.141	0.142	0.226	0.231	0.205	0.146	0.032	0.0	0.032	0.033	0.117	0.122	0.096	0.038	0.008	0.0	0.008	0.009	0.094	0.098	0.072	0.014
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.09	0.092	0.0	0.0	0.095	0.0	0.093	0.093	0.019	0.021	0.0	0.0	0.024	0.0	0.022	0.022	0.026	0.029	0.0	0.0	0.031	0.0	0.029	0.03	0.023	0.025	0.0	0.0	0.028	0.0	0.025	0.026	0.273	0.275	0.0	0.0	0.278	0.0	0.275	0.276	0.009	0.011	0.0	0.0	0.013	0.0	0.011	0.012	0.003	0.005	0.0	0.0	0.008	0.0	0.005	0.006	0.02	0.022	0.0	0.0	0.025	0.0	0.022	0.023
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.0	0.008	0.0	0.005	0.006	0.003	0.005	0.0	0.0	0.007	0.0	0.005	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F562FEA5	CXCL2_CXCR2	simple:P19875	simple:P25025	CXCL2	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.005	0.0	0.0	0.005	0.009	0.0	0.0	0.0	0.011	0.0	0.0	0.011	0.031	0.0	0.0	0.0	0.034	0.0	0.0	0.033	0.004	0.0	0.0	0.0	0.006	0.0	0.0	0.006	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.008	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.006	0.0	0.0	0.006	0.001	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS093B46106	CXCL6_CXCR2	simple:P80162	simple:P25025	CXCL6	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.02	0.0	0.0	0.0	0.022	0.0	0.0	0.022	0.018	0.0	0.0	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.083	0.389	0.525	0.079	0.158	0.084	0.116	0.085	0.011	0.317	0.453	0.007	0.086	0.012	0.044	0.014	0.017	0.323	0.459	0.013	0.092	0.019	0.051	0.02	0.023	0.329	0.465	0.019	0.097	0.024	0.056	0.025	0.085	0.391	0.527	0.081	0.16	0.087	0.118	0.088	0.213	0.519	0.655	0.209	0.288	0.214	0.246	0.216	0.052	0.359	0.494	0.049	0.127	0.054	0.086	0.055	0.041	0.347	0.483	0.037	0.116	0.042	0.074	0.044
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.01	0.316	0.452	0.006	0.085	0.011	0.043	0.012	0.007	0.314	0.449	0.004	0.082	0.009	0.041	0.01	0.015	0.321	0.457	0.011	0.089	0.016	0.048	0.017	0.034	0.34	0.476	0.03	0.109	0.036	0.068	0.037	0.017	0.323	0.459	0.013	0.092	0.018	0.05	0.02	0.013	0.32	0.455	0.01	0.088	0.015	0.047	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.328	0.464	0.018	0.097	0.023	0.055	0.025
CPI-SS0C2437E0D	CXCL13_CXCR5	simple:O43927	simple:P32302	CXCL13	CXCR5	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.006	0.005	0.004	0.002	0.0	0.006	0.002	0.002	0.006	0.004	0.003	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0406B0B69	Cholesterol_byLIPA_RORA	complex:Cholesterol_byLIPA	simple:P35398		RORA	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol	0.151	0.142	0.133	0.172	0.14	0.139	0.093	0.123	0.522	0.513	0.504	0.543	0.511	0.51	0.464	0.494	0.675	0.667	0.658	0.696	0.664	0.664	0.618	0.648	0.192	0.183	0.175	0.213	0.181	0.181	0.135	0.164	0.354	0.346	0.337	0.375	0.343	0.343	0.297	0.327	0.191	0.182	0.173	0.212	0.18	0.179	0.133	0.163	0.238	0.229	0.221	0.259	0.227	0.227	0.18	0.21	0.153	0.145	0.136	0.174	0.142	0.142	0.096	0.126
CPI-SS00F4019EA	C3_C5AR2	simple:P01024	simple:Q9P296	C3	C5AR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	0.001	0.003	0.004	0.0	0.0	0.001	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.402	0.404	0.405	0.0	0.0	0.403	0.404	0.405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.006	0.0	0.0	0.003	0.004	0.006
CPI-SS055233B99	IHH_HHIP	simple:Q14623	simple:Q96QV1	IHH	HHIP	True	False	False	curated	False	Ligand-Ligand	Signaling by Indian hedgehog	0.001	0.012	0.0	0.0	0.009	0.0	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.051	0.0	0.0	0.047	0.0	0.039	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F7A89A4F	SHH_HHIP	simple:Q15465	simple:Q96QV1	SHH	HHIP	True	False	False	curated	False	Ligand-Ligand	Signaling by Sonic hedgehog	0.001	0.012	0.0	0.0	0.009	0.0	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.036	0.0	0.0	0.033	0.0	0.025	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D8632EB4	EDN1_EDNRA	simple:P05305	simple:P25101	EDN1	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.062	0.006	0.045	0.004	0.084	0.478	0.597	0.022	0.082	0.025	0.065	0.024	0.104	0.498	0.617	0.042	0.13	0.073	0.112	0.071	0.151	0.545	0.665	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.016	0.055	0.014	0.094	0.488	0.607	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.007	0.046	0.005	0.086	0.479	0.599	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03D5CBF55	EDN3_EDNRA	simple:P14138	simple:P25101	EDN3	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.062	0.005	0.044	0.003	0.083	0.477	0.596	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.021	0.061	0.02	0.1	0.494	0.613	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09B92F236	EDN1_EDNRB	simple:P05305	simple:P24530	EDN1	EDNRB	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.007	0.2	0.275	0.0	0.088	0.015	0.011	0.006	0.027	0.219	0.295	0.0	0.108	0.035	0.031	0.026	0.074	0.267	0.342	0.0	0.156	0.082	0.078	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.21	0.285	0.0	0.099	0.025	0.021	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.201	0.277	0.0	0.09	0.016	0.013	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0696491A3	EDN3_EDNRB	simple:P14138	simple:P24530	EDN3	EDNRB	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.006	0.199	0.274	0.0	0.088	0.014	0.01	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.215	0.291	0.0	0.104	0.031	0.027	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.205	0.046	0.055	0.051	0.048	0.182	0.057	0.129	0.46	0.301	0.31	0.307	0.303	0.438	0.313	0.385	0.452	0.293	0.302	0.299	0.295	0.43	0.305	0.377	0.19	0.031	0.04	0.037	0.034	0.168	0.043	0.115	0.217	0.058	0.067	0.064	0.061	0.195	0.07	0.142	0.359	0.2	0.209	0.206	0.203	0.337	0.212	0.284	0.584	0.425	0.434	0.431	0.427	0.562	0.437	0.509	0.187	0.028	0.037	0.034	0.03	0.165	0.04	0.112
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.072	0.073	0.074	0.242	0.185	0.249	0.192	0.0	0.132	0.134	0.134	0.302	0.245	0.309	0.252	0.0	0.044	0.045	0.046	0.214	0.157	0.221	0.164	0.0	0.359	0.361	0.361	0.529	0.472	0.536	0.479	0.0	0.065	0.067	0.067	0.235	0.178	0.242	0.185	0.0	0.007	0.009	0.009	0.177	0.12	0.184	0.127	0.0	0.011	0.013	0.013	0.181	0.124	0.188	0.131	0.0	0.03	0.031	0.032	0.2	0.142	0.207	0.15	0.0
CPI-SS09947DDD9	EGF_EGFR	simple:P01133	simple:P00533	EGF	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.022	0.024	0.024	0.192	0.135	0.199	0.143	0.0	0.012	0.014	0.014	0.182	0.125	0.189	0.133	0.0	0.018	0.02	0.02	0.188	0.131	0.195	0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.012	0.012	0.18	0.123	0.187	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.026	0.027	0.195	0.138	0.202	0.145	0.0
CPI-SS076940BCD	LGALS3_MERTK	simple:P17931	simple:Q12866	LGALS3	MERTK	True	False	True	curated	False	Ligand-Receptor	Signaling by Galectin	0.381	0.385	0.379	0.388	0.38	0.394	0.388	0.383	0.043	0.047	0.04	0.05	0.041	0.055	0.049	0.044	0.07	0.074	0.067	0.077	0.068	0.082	0.076	0.072	0.575	0.579	0.572	0.582	0.574	0.588	0.582	0.577	0.261	0.265	0.258	0.268	0.26	0.274	0.268	0.263	0.102	0.107	0.1	0.109	0.101	0.115	0.109	0.104	0.457	0.461	0.454	0.464	0.456	0.47	0.464	0.459	0.116	0.12	0.113	0.123	0.115	0.129	0.122	0.118
CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	LGALS9	HAVCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Galectin	0.002	0.012	0.017	0.0	0.0	0.002	0.0	0.003	0.005	0.016	0.02	0.0	0.0	0.005	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.016	0.02	0.0	0.0	0.006	0.0	0.007	0.005	0.016	0.02	0.0	0.0	0.005	0.0	0.006	0.006	0.017	0.021	0.0	0.0	0.007	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.014	0.018	0.0	0.0	0.003	0.0	0.004
CPI-SS00373B59C	LRRC4C_PTPRF	simple:Q9HCJ2	simple:P10586	LRRC4C	PTPRF	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.112	0.048	0.058	0.139	0.103	0.051	0.061	0.078	0.112	0.048	0.058	0.139	0.103	0.051	0.061	0.078	0.113	0.049	0.059	0.14	0.105	0.052	0.063	0.079	0.112	0.048	0.058	0.139	0.104	0.051	0.062	0.078	0.128	0.064	0.074	0.155	0.119	0.067	0.077	0.094	0.351	0.287	0.296	0.377	0.342	0.29	0.3	0.317	0.149	0.085	0.094	0.175	0.14	0.088	0.098	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CBB9D57D	LRFN5_PTPRF	simple:Q96NI6	simple:P10586	LRFN5	PTPRF	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.113	0.049	0.059	0.14	0.105	0.052	0.063	0.079	0.115	0.05	0.06	0.141	0.106	0.053	0.064	0.08	0.117	0.053	0.063	0.144	0.108	0.056	0.066	0.083	0.114	0.05	0.06	0.141	0.106	0.053	0.064	0.08	0.147	0.083	0.092	0.173	0.138	0.086	0.096	0.113	0.254	0.189	0.199	0.28	0.245	0.193	0.203	0.219	0.165	0.101	0.11	0.191	0.156	0.104	0.114	0.131	0.116	0.052	0.061	0.142	0.107	0.055	0.065	0.082
CPI-CS077A507B6	LTC4_byLTC4S_CYSLTR2	complex:LTC4_byLTC4S	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.016	0.0	0.0	0.021	0.0	0.033	0.019	0.0	0.001	0.0	0.0	0.006	0.0	0.018	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.028	0.0	0.04	0.026	0.0	0.005	0.0	0.0	0.01	0.0	0.023	0.008	0.0	0.004	0.0	0.0	0.009	0.0	0.021	0.007	0.0	0.001	0.0	0.0	0.006	0.0	0.019	0.004	0.0	0.014	0.0	0.0	0.019	0.0	0.031	0.017	0.0
