id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	EN_V|EN_V	EN_V|FB_V	EN_V|PR	EN_V|SM	EN_V|UN	FB_V|EN_V	FB_V|FB_V	FB_V|PR	FB_V|SM	FB_V|UN	PR|EN_V	PR|FB_V	PR|PR	PR|SM	PR|UN	SM|EN_V	SM|FB_V	SM|PR	SM|SM	SM|UN	UN|EN_V	UN|FB_V	UN|PR	UN|SM	UN|UN
CPI-CS0406B0B69	Cholesterol_byLIPA_RORA	complex:Cholesterol_byLIPA	simple:P35398		RORA	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol	0.596	0.518	0.482	0.443	0.478	0.242	0.164	0.128	0.089	0.124	0.326	0.248	0.212	0.173	0.208	0.299	0.22	0.185	0.146	0.181	0.327	0.248	0.213	0.173	0.209
CPI-SS0F62347D4	C1QL1_ADGRB3	simple:O75973	simple:O60242	C1QL1	ADGRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	0.011	0.047	0.039	0.01	0.058	0.03	0.067	0.058	0.029	0.078	0.013	0.05	0.041	0.012	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0037338E6	IHH_PTCH_BOC_transmembrane_receptor	simple:Q14623	complex:PTCH_BOC_transmembrane_receptor	IHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Indian hedgehog	0.023	0.014	0.019	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0C3E862AA	IHH_PTCH_GAS1_transmembrane_receptor	simple:Q14623	complex:PTCH_GAS1_transmembrane_receptor	IHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Indian hedgehog	0.023	0.014	0.019	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS055233B99	IHH_HHIP	simple:Q14623	simple:Q96QV1	IHH	HHIP	True	False	False	curated	False	Ligand-Ligand	Signaling by Indian hedgehog	0.002	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D8632EB4	EDN1_EDNRA	simple:P05305	simple:P25101	EDN1	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.156	0.438	0.528	0.464	0.183	0.116	0.398	0.488	0.424	0.143	0.118	0.4	0.49	0.426	0.145	0.196	0.478	0.568	0.504	0.223	0.0	0.0	0.0	0.0	0.0
CPI-SS03D5CBF55	EDN3_EDNRA	simple:P14138	simple:P25101	EDN3	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.115	0.397	0.488	0.424	0.143	0.121	0.403	0.493	0.429	0.148	0.116	0.398	0.488	0.424	0.143	0.117	0.4	0.49	0.426	0.145	0.0	0.0	0.0	0.0	0.0
CPI-SS0C70ADA28	EFNA5_EPHA3	simple:P52803	simple:P29320	EFNA5	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.068	0.098	0.115	0.094	0.0	0.094	0.125	0.142	0.121	0.0	0.062	0.093	0.109	0.089	0.0	0.042	0.072	0.089	0.068	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.081	0.17	0.079	0.069	0.0	0.108	0.196	0.106	0.095	0.0	0.076	0.164	0.073	0.063	0.0	0.055	0.144	0.053	0.043	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.434	0.523	0.432	0.422	0.0	0.302	0.391	0.3	0.29	0.0	0.404	0.492	0.402	0.391	0.0	0.182	0.271	0.18	0.17	0.0	0.338	0.426	0.336	0.326	0.0
CPI-SS068ACD209	EFNA5_EPHB2	simple:P52803	simple:P29323	EFNA5	EPHB2	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.054	0.066	0.057	0.058	0.0	0.081	0.092	0.084	0.085	0.0	0.048	0.06	0.052	0.053	0.0	0.028	0.039	0.031	0.032	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0ECC9DF3E	EFNB2_EPHB2	simple:P52799	simple:P29323	EFNB2	EPHB2	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.407	0.418	0.41	0.411	0.0	0.275	0.287	0.278	0.279	0.0	0.377	0.388	0.38	0.381	0.0	0.155	0.167	0.158	0.159	0.0	0.311	0.322	0.314	0.315	0.0
CPI-SS05ABE6795	EFNB2_EPHB6	simple:P52799	simple:O15197	EFNB2	EPHB6	True	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.415	0.441	0.454	0.432	0.0	0.283	0.309	0.322	0.3	0.0	0.384	0.411	0.424	0.401	0.0	0.163	0.189	0.202	0.18	0.0	0.318	0.345	0.358	0.335	0.0
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.059	0.169	0.162	0.077	0.0	0.037	0.147	0.14	0.056	0.0	0.042	0.152	0.144	0.06	0.0	0.043	0.154	0.146	0.062	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09947DDD9	EGF_EGFR	simple:P01133	simple:P00533	EGF	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.047	0.158	0.15	0.066	0.0	0.036	0.146	0.139	0.055	0.0	0.037	0.147	0.139	0.055	0.0	0.05	0.16	0.153	0.068	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0430C8A78	FLRT1_ADGRL3	simple:Q9NZU1	simple:Q9HAR2	FLRT1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.0	0.0	0.0	0.0	0.0	0.011	0.027	0.015	0.02	0.0	0.009	0.025	0.014	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS059C42E4B	TENM3_FLRT1_complex_ADGRL3	complex:TENM3_FLRT1_complex	simple:Q9HAR2		ADGRL3	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.0	0.0	0.0	0.0	0.0	0.011	0.027	0.015	0.02	0.0	0.009	0.025	0.014	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0474E1C15	FLRT2_ADGRL3	simple:O43155	simple:Q9HAR2	FLRT2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.02	0.037	0.025	0.029	0.0	0.087	0.103	0.091	0.096	0.0	0.033	0.049	0.038	0.042	0.0	0.034	0.051	0.039	0.044	0.0	0.109	0.125	0.113	0.118	0.0
CPI-SS052641D5A	FLRT3_ADGRL3	simple:Q9NZU0	simple:Q9HAR2	FLRT3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.028	0.044	0.032	0.037	0.0	0.074	0.091	0.079	0.084	0.0	0.048	0.064	0.052	0.057	0.0	0.02	0.036	0.025	0.029	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0D62B1695	TENM3_FLRT3_complex_ADGRL3	complex:TENM3_FLRT3_complex	simple:Q9HAR2		ADGRL3	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.024	0.04	0.028	0.033	0.0	0.074	0.091	0.079	0.084	0.0	0.048	0.064	0.052	0.057	0.0	0.02	0.036	0.025	0.029	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS038A612D7	TENM1_ADGRL3	simple:Q9UKZ4	simple:Q9HAR2	TENM1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.022	0.038	0.026	0.031	0.0	0.073	0.089	0.077	0.082	0.0	0.027	0.043	0.031	0.036	0.0	0.02	0.037	0.025	0.03	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BCB3D402	TENM2_ADGRL3	simple:Q9NT68	simple:Q9HAR2	TENM2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.011	0.027	0.015	0.02	0.0	0.017	0.034	0.022	0.027	0.0	0.014	0.031	0.019	0.024	0.0	0.037	0.054	0.042	0.047	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EA023E51	TENM3_ADGRL3	simple:Q9P273	simple:Q9HAR2	TENM3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.024	0.04	0.028	0.033	0.0	0.088	0.105	0.093	0.097	0.0	0.054	0.07	0.059	0.063	0.0	0.047	0.063	0.051	0.056	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01F00A48A	TENM4_ADGRL3	simple:Q6N022	simple:Q9HAR2	TENM4	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.017	0.033	0.021	0.026	0.0	0.039	0.055	0.043	0.048	0.0	0.037	0.053	0.041	0.046	0.0	0.022	0.038	0.026	0.031	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08BFFB96E	FLRT3_ADGRL2	simple:Q9NZU0	simple:O95490	FLRT3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.332	0.266	0.234	0.144	0.091	0.378	0.312	0.281	0.191	0.138	0.352	0.285	0.254	0.164	0.111	0.324	0.258	0.226	0.136	0.084	0.0	0.0	0.0	0.0	0.0
CPI-CS049AAD8F5	TENM2_FLRT3_complex_ADGRL2	complex:TENM2_FLRT3_complex	simple:O95490		ADGRL2	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.315	0.248	0.217	0.127	0.074	0.321	0.255	0.224	0.134	0.081	0.318	0.252	0.221	0.131	0.078	0.324	0.258	0.226	0.136	0.084	0.0	0.0	0.0	0.0	0.0
CPI-SS083BB1EB3	TENM1_ADGRL2	simple:Q9UKZ4	simple:O95490	TENM1	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.326	0.26	0.228	0.138	0.085	0.377	0.31	0.279	0.189	0.136	0.331	0.265	0.233	0.143	0.09	0.324	0.258	0.227	0.137	0.084	0.0	0.0	0.0	0.0	0.0
CPI-SS021718DBF	TENM2_ADGRL2	simple:Q9NT68	simple:O95490	TENM2	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.315	0.248	0.217	0.127	0.074	0.321	0.255	0.224	0.134	0.081	0.318	0.252	0.221	0.131	0.078	0.341	0.275	0.244	0.154	0.101	0.0	0.0	0.0	0.0	0.0
CPI-SS075F456AF	TENM3_ADGRL2	simple:Q9P273	simple:O95490	TENM3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.328	0.262	0.23	0.14	0.087	0.392	0.326	0.295	0.205	0.152	0.358	0.292	0.26	0.171	0.118	0.351	0.285	0.253	0.163	0.11	0.0	0.0	0.0	0.0	0.0
CPI-SS0FD44484F	TENM4_ADGRL2	simple:Q6N022	simple:O95490	TENM4	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.321	0.255	0.223	0.133	0.08	0.343	0.277	0.245	0.155	0.102	0.34	0.274	0.243	0.153	0.1	0.326	0.26	0.228	0.138	0.085	0.0	0.0	0.0	0.0	0.0
CPI-SS0DE3B267F	GHRL_GHSR	simple:Q9UBU3	simple:Q92847	GHRL	GHSR	True	False	True	curated	False	Ligand-Receptor	Signaling by Growth hormone-releasing hormone	0.005	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09F7A6011	PENK_GHSR	simple:P01210	simple:Q92847	PENK	GHSR	True	False	True	curated	False	Ligand-Receptor		0.001	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0215886EA	LTC4_byLTC4S_CYSLTR1	complex:LTC4_byLTC4S	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.093	0.017	0.018	0.005	0.0	0.094	0.018	0.019	0.006	0.0	0.095	0.018	0.02	0.006	0.0	0.096	0.02	0.021	0.008	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Midkine	0.248	0.249	0.248	0.0	0.0	1.028	1.029	1.028	0.0	0.0	0.649	0.65	0.649	0.0	0.0	0.401	0.402	0.401	0.0	0.0	0.438	0.438	0.438	0.0	0.0
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	0.07	0.071	0.07	0.0	0.0	0.439	0.44	0.44	0.0	0.0	0.149	0.15	0.149	0.0	0.0	0.118	0.119	0.118	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.767	0.178	0.574	0.973	0.509	0.813	0.224	0.62	1.019	0.555	0.775	0.186	0.583	0.981	0.517	0.772	0.184	0.58	0.979	0.514	0.0	0.0	0.0	0.0	0.0
CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.111	0.174	0.304	0.518	0.191	0.318	0.38	0.51	0.724	0.397	0.137	0.199	0.329	0.544	0.217	0.097	0.159	0.289	0.503	0.176	0.0	0.0	0.0	0.0	0.0
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.21	0.272	0.402	0.616	0.289	0.213	0.275	0.405	0.62	0.293	0.394	0.456	0.586	0.8	0.473	0.842	0.904	1.034	1.249	0.922	0.136	0.198	0.328	0.542	0.215
CPI-SS0263EFDDF	JAG2_NOTCH3	simple:Q9Y219	simple:Q9UM47	JAG2	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.188	0.25	0.38	0.595	0.268	0.066	0.128	0.258	0.472	0.146	0.064	0.126	0.256	0.47	0.144	0.068	0.13	0.26	0.474	0.147	0.0	0.0	0.0	0.0	0.0
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	DLK1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.277	0.055	0.055	0.052	0.113	0.483	0.261	0.261	0.258	0.32	0.302	0.08	0.081	0.078	0.139	0.262	0.04	0.04	0.037	0.098	0.0	0.0	0.0	0.0	0.0
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.375	0.153	0.153	0.15	0.212	0.378	0.156	0.157	0.153	0.215	0.559	0.337	0.337	0.334	0.395	1.007	0.785	0.786	0.783	0.844	0.301	0.079	0.079	0.076	0.138
CPI-SS096F3E0F2	JAG2_NOTCH4	simple:Q9Y219	simple:Q99466	JAG2	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.353	0.131	0.132	0.129	0.19	0.231	0.009	0.01	0.006	0.068	0.229	0.007	0.008	0.004	0.066	0.233	0.011	0.012	0.008	0.07	0.0	0.0	0.0	0.0	0.0
