id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|FB	CM|PR	CM|SM	CM|UN	EC|CM	EC|EC	EC|EP	EC|FB	EC|PR	EC|SM	EC|UN	EP|CM	EP|EC	EP|EP	EP|FB	EP|PR	EP|SM	EP|UN	FB|CM	FB|EC	FB|EP	FB|FB	FB|PR	FB|SM	FB|UN	PR|CM	PR|EC	PR|EP	PR|FB	PR|PR	PR|SM	PR|UN	SM|CM	SM|EC	SM|EP	SM|FB	SM|PR	SM|SM	SM|UN	UN|CM	UN|EC	UN|EP	UN|FB	UN|PR	UN|SM	UN|UN
CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.37	0.849	0.205	0.467	0.248	0.278	0.255	0.849	1.329	0.685	0.946	0.727	0.758	0.735	0.205	0.685	0.041	0.302	0.084	0.114	0.091	0.467	0.946	0.302	0.564	0.345	0.375	0.352	0.248	0.727	0.084	0.345	0.126	0.157	0.134	0.278	0.758	0.114	0.375	0.157	0.187	0.164	0.255	0.735	0.091	0.352	0.134	0.164	0.141
CPI-SS058209EC7	F2_F2R	simple:P00734	simple:P25116	F2	F2R	True	False	True	curated	False	Ligand-Receptor	Adhesion by Prothrombin	0.022	0.433	0.019	0.453	0.172	0.567	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.494	0.905	0.49	0.925	0.644	1.038	0.504	0.023	0.434	0.019	0.454	0.172	0.567	0.033	0.022	0.433	0.018	0.453	0.171	0.566	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.03	0.029	0.034	0.034	0.1	0.394	0.028	0.199	0.198	0.203	0.203	0.269	0.563	0.197	0.073	0.072	0.077	0.077	0.143	0.436	0.071	0.191	0.19	0.195	0.195	0.261	0.555	0.189	0.054	0.054	0.058	0.058	0.124	0.418	0.052	0.328	0.327	0.331	0.331	0.397	0.691	0.326	0.035	0.034	0.039	0.039	0.105	0.399	0.033
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.012	0.016	0.238	0.019	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.823	0.827	1.049	0.83	0.851	0.0	0.0	0.019	0.023	0.245	0.026	0.047	0.0	0.0	0.003	0.007	0.229	0.01	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.01	0.233	0.014	0.035	0.0	0.0
CPI-SS069924427	AGT_AGTR2	simple:P01019	simple:P50052	AGT	AGTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.0	0.0	0.015	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.825	0.0	0.823	0.0	0.0	0.0	0.0	0.021	0.0	0.019	0.0	0.0	0.0	0.0	0.006	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.007	0.0	0.0
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.003	0.007	0.0	0.06	0.07	0.059	0.004	0.009	0.013	0.0	0.066	0.076	0.065	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.016	0.0	0.069	0.079	0.068	0.013	0.069	0.073	0.0	0.127	0.136	0.126	0.07	0.073	0.077	0.0	0.131	0.14	0.13	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.213	0.022	0.026	0.029	0.363	0.012	0.104	0.21	0.019	0.022	0.025	0.359	0.008	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.021	0.024	0.027	0.361	0.01	0.102	0.233	0.042	0.045	0.048	0.382	0.031	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS043D3630C	LRRTM1_NRXN1	simple:Q86UE6	simple:Q9ULB1	LRRTM1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.21	0.02	0.023	0.026	0.36	0.009	0.101	0.21	0.019	0.022	0.025	0.359	0.008	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.02	0.023	0.026	0.36	0.009	0.101	0.211	0.02	0.024	0.027	0.361	0.01	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0626DF0EB	LRRTM3_NRXN1	simple:Q86VH5	simple:Q9ULB1	LRRTM3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.216	0.025	0.028	0.031	0.365	0.014	0.106	0.21	0.019	0.023	0.026	0.36	0.009	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.019	0.023	0.026	0.36	0.009	0.1	0.219	0.029	0.032	0.035	0.369	0.018	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.031	0.034	0.037	0.371	0.02	0.112
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.212	0.021	0.025	0.028	0.362	0.011	0.103	0.211	0.02	0.024	0.027	0.361	0.01	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.221	0.03	0.034	0.037	0.371	0.02	0.111	0.24	0.049	0.053	0.056	0.39	0.039	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213	0.022	0.026	0.029	0.363	0.012	0.104
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.061	0.061	0.065	0.065	0.061	0.073	0.0	0.005	0.006	0.01	0.01	0.005	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.152	0.156	0.156	0.152	0.163	0.0	0.008	0.008	0.012	0.012	0.008	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.053	0.057	0.057	0.053	0.064	0.0
CPI-SS0CCD89E02	CCL25_ACKR4	simple:O15444	simple:Q9NPB9	CCL25	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.007	0.006	0.002	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.007	0.006	0.002	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	CXCL1	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.0	0.0	0.004	0.0	0.0	0.004	0.007	0.006	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.007	0.0	0.011	0.0	0.0	0.011	0.001	0.001	0.0	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.001	0.0	0.005	0.0	0.0	0.004	0.003	0.003	0.0	0.007	0.0	0.0	0.006	0.004	0.003	0.0	0.007	0.0	0.0	0.007	0.002	0.002	0.0	0.006	0.0	0.0	0.005	0.001	0.001	0.0	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS093B46106	CXCL6_CXCR2	simple:P80162	simple:P25025	CXCL6	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.0	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.009	0.0	0.0	0.008	0.001	0.001	0.0	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.001	0.0	0.005	0.0	0.0	0.004	0.002	0.001	0.0	0.005	0.0	0.0	0.005	0.014	0.013	0.0	0.017	0.0	0.0	0.017	0.018	0.017	0.0	0.022	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.174	0.636	0.177	0.219	0.194	0.0	0.192	0.018	0.48	0.021	0.063	0.038	0.0	0.036	0.071	0.532	0.074	0.115	0.091	0.0	0.088	0.139	0.601	0.142	0.184	0.159	0.0	0.157	0.321	0.783	0.324	0.366	0.341	0.0	0.339	0.192	0.654	0.195	0.237	0.212	0.0	0.21	0.046	0.507	0.049	0.09	0.066	0.0	0.063
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.006	0.468	0.009	0.051	0.026	0.0	0.024	0.003	0.465	0.006	0.048	0.023	0.0	0.021	0.026	0.488	0.029	0.071	0.046	0.0	0.044	0.006	0.467	0.009	0.05	0.026	0.0	0.023	0.011	0.473	0.014	0.056	0.031	0.0	0.029	0.047	0.509	0.05	0.092	0.067	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F62347D4	C1QL1_ADGRB3	simple:O75973	simple:O60242	C1QL1	ADGRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	0.014	0.014	0.013	0.034	0.073	0.02	0.033	0.003	0.003	0.002	0.023	0.062	0.009	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.005	0.026	0.064	0.012	0.024	0.027	0.027	0.027	0.047	0.086	0.034	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.005	0.025	0.064	0.012	0.024
CPI-CS0917E42F5	DHEAsulfate_bySULT1E1_PPARG	complex:DHEAsulfate_bySULT1E1	simple:P37231		PPARG	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.017	0.083	0.294	0.072	0.08	0.199	0.0	0.007	0.073	0.284	0.062	0.07	0.189	0.0	0.224	0.29	0.501	0.279	0.287	0.406	0.0	0.006	0.072	0.283	0.061	0.069	0.188	0.0	0.061	0.127	0.338	0.116	0.124	0.243	0.0	0.081	0.148	0.358	0.136	0.144	0.263	0.0	0.009	0.076	0.286	0.065	0.072	0.191	0.0
CPI-SS0D8632EB4	EDN1_EDNRA	simple:P05305	simple:P25101	EDN1	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.098	0.027	0.018	0.147	0.433	0.45	0.028	0.146	0.074	0.066	0.195	0.481	0.498	0.075	0.113	0.042	0.033	0.162	0.448	0.466	0.043	0.252	0.18	0.172	0.301	0.587	0.604	0.182	0.1	0.028	0.02	0.149	0.435	0.452	0.03	0.22	0.148	0.14	0.269	0.555	0.572	0.15	0.104	0.032	0.024	0.153	0.439	0.456	0.034
CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	EDN2	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.097	0.026	0.018	0.147	0.433	0.45	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.03	0.021	0.15	0.436	0.454	0.031
CPI-SS03D5CBF55	EDN3_EDNRA	simple:P14138	simple:P25101	EDN3	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.097	0.026	0.017	0.146	0.432	0.449	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.034	0.025	0.154	0.44	0.458	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.177	0.039	0.019	0.035	0.164	0.03	0.106	0.178	0.04	0.019	0.035	0.165	0.03	0.106	0.162	0.024	0.003	0.019	0.149	0.014	0.09	0.208	0.07	0.049	0.066	0.195	0.061	0.137	0.23	0.092	0.071	0.087	0.217	0.082	0.158	0.185	0.047	0.026	0.042	0.172	0.038	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.193	0.055	0.035	0.051	0.18	0.046	0.122	0.581	0.443	0.423	0.439	0.568	0.434	0.51	0.201	0.063	0.043	0.059	0.188	0.054	0.13	0.366	0.228	0.207	0.223	0.353	0.219	0.294	0.572	0.435	0.414	0.43	0.56	0.425	0.501	0.468	0.33	0.31	0.326	0.455	0.321	0.397	0.229	0.091	0.07	0.086	0.216	0.081	0.157
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	EFNA5	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.018	0.018	0.0	0.022	0.021	0.0	0.0	0.018	0.019	0.0	0.022	0.021	0.0	0.0	0.002	0.003	0.0	0.006	0.005	0.0	0.0	0.049	0.049	0.0	0.053	0.052	0.0	0.0	0.07	0.071	0.0	0.074	0.073	0.0	0.0	0.026	0.026	0.0	0.029	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05ABE6795	EFNB2_EPHB6	simple:P52799	simple:O15197	EFNB2	EPHB6	True	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.039	0.039	0.047	0.059	0.102	0.043	0.038	0.427	0.427	0.435	0.447	0.49	0.431	0.426	0.047	0.047	0.055	0.067	0.11	0.051	0.046	0.211	0.211	0.22	0.232	0.275	0.215	0.211	0.418	0.418	0.427	0.438	0.481	0.422	0.417	0.314	0.314	0.322	0.334	0.377	0.318	0.313	0.074	0.074	0.083	0.095	0.137	0.078	0.074
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.05	0.056	0.237	0.168	0.226	0.125	0.056	0.055	0.061	0.242	0.173	0.231	0.13	0.061	0.133	0.139	0.32	0.251	0.309	0.208	0.139	0.03	0.036	0.217	0.149	0.207	0.105	0.036	0.008	0.014	0.195	0.126	0.184	0.083	0.014	0.037	0.043	0.224	0.155	0.213	0.112	0.043	0.016	0.023	0.204	0.135	0.193	0.092	0.023
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	FGF2	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.112	0.405	0.026	0.251	0.347	0.246	0.073	0.108	0.401	0.022	0.247	0.343	0.242	0.069	0.117	0.411	0.032	0.256	0.352	0.252	0.078	0.131	0.424	0.045	0.27	0.366	0.265	0.092	0.132	0.426	0.047	0.271	0.367	0.267	0.093	0.17	0.463	0.084	0.309	0.405	0.304	0.131	0.106	0.4	0.02	0.245	0.341	0.241	0.067
CPI-SS01333FFA6	FGF5_FGFR1	simple:P12034	simple:P11362	FGF5	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.101	0.395	0.015	0.24	0.336	0.236	0.062	0.101	0.394	0.015	0.24	0.336	0.235	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.407	0.028	0.252	0.348	0.248	0.074	0.101	0.394	0.015	0.24	0.336	0.235	0.062	0.123	0.416	0.037	0.262	0.358	0.257	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08BFFB96E	FLRT3_ADGRL2	simple:Q9NZU0	simple:O95490	FLRT3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.031	0.298	0.049	0.247	0.223	0.138	0.03	0.037	0.304	0.055	0.253	0.229	0.144	0.036	0.106	0.372	0.123	0.321	0.298	0.213	0.104	0.037	0.304	0.055	0.253	0.229	0.144	0.036	0.129	0.395	0.146	0.344	0.321	0.236	0.127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.303	0.054	0.252	0.229	0.144	0.035
CPI-SS083BB1EB3	TENM1_ADGRL2	simple:Q9UKZ4	simple:O95490	TENM1	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.03	0.297	0.048	0.245	0.222	0.137	0.029	0.029	0.296	0.047	0.245	0.221	0.136	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.296	0.047	0.245	0.222	0.136	0.028	0.091	0.358	0.109	0.306	0.283	0.198	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.3	0.051	0.249	0.226	0.141	0.032
CPI-SS075F456AF	TENM3_ADGRL2	simple:Q9P273	simple:O95490	TENM3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.059	0.325	0.076	0.274	0.251	0.166	0.057	0.04	0.307	0.058	0.256	0.232	0.147	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.394	0.145	0.343	0.319	0.234	0.126	0.135	0.401	0.152	0.35	0.327	0.242	0.133	0.04	0.306	0.057	0.255	0.232	0.147	0.038	0.044	0.311	0.062	0.26	0.236	0.151	0.043
CPI-SS07AF9303D	GRP_GRPR	simple:P07492	simple:P30550	GRP	GRPR	True	False	True	curated	False	Ligand-Receptor	Signaling by Gastrin	0.002	0.002	0.0	0.0	0.004	0.0	0.004	0.001	0.001	0.0	0.0	0.004	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.004	0.0	0.003	0.006	0.005	0.0	0.0	0.008	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09F7A6011	PENK_GHSR	simple:P01210	simple:Q92847	PENK	GHSR	True	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.198	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0
