id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EN_H	CM|EP	CM|FB_H	CM|UN	EN_H|CM	EN_H|EN_H	EN_H|EP	EN_H|FB_H	EN_H|UN	EP|CM	EP|EN_H	EP|EP	EP|FB_H	EP|UN	FB_H|CM	FB_H|EN_H	FB_H|EP	FB_H|FB_H	FB_H|UN	UN|CM	UN|EN_H	UN|EP	UN|FB_H	UN|UN
CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	CDH5	CDH5	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.001	0.535	0.004	0.004	0.007	0.535	1.069	0.538	0.538	0.541	0.004	0.538	0.008	0.008	0.011	0.004	0.538	0.008	0.008	0.011	0.007	0.541	0.011	0.011	0.014
CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	CDH6	CDH6	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.001	0.0	0.014	0.022	0.006	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.026	0.035	0.018	0.022	0.0	0.035	0.043	0.027	0.006	0.0	0.018	0.027	0.01
CPI-SS0BE3D537D	CDH7_CDH7	simple:Q9ULB5	simple:Q9ULB5	CDH7	CDH7	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.004	0.009	0.0	0.021	0.0	0.009	0.014	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.026	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01A7DC3C1	CLSTN2_NRXN3	simple:Q9H4D0	simple:Q9HDB5	CLSTN2	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.007	0.0	0.005	0.008	0.005	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.004	0.006	0.003	0.005	0.0	0.003	0.005	0.003	0.006	0.0	0.004	0.007	0.004
CPI-SS026EC3854	LRRTM3_NRXN3	simple:Q86VH5	simple:Q9HDB5	LRRTM3	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.008	0.0	0.006	0.008	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.006	0.009	0.006	0.03	0.0	0.028	0.03	0.028
CPI-SS0F97A06CD	LRRTM4_NRXN3	simple:Q86VH4	simple:Q9HDB5	LRRTM4	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.005	0.0	0.003	0.006	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.009	0.011	0.009	0.005	0.0	0.003	0.006	0.003
CPI-SS0837C7966	NLGN4Y_NRXN3	simple:Q8NFZ3	simple:Q9HDB5	NLGN4Y	NRXN3	False	False	False	curated	False	Ligand-Receptor		0.014	0.0	0.012	0.015	0.012	0.056	0.0	0.054	0.056	0.054	0.008	0.0	0.006	0.008	0.006	0.033	0.0	0.031	0.034	0.031	0.007	0.0	0.005	0.008	0.005
CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.263	0.614	0.154	0.492	0.198	0.614	0.965	0.505	0.843	0.549	0.154	0.505	0.044	0.383	0.089	0.492	0.843	0.383	0.722	0.428	0.198	0.549	0.089	0.428	0.133
CPI-SS058209EC7	F2_F2R	simple:P00734	simple:P25116	F2	F2R	True	False	True	curated	False	Ligand-Receptor	Adhesion by Prothrombin	0.024	0.316	0.024	0.301	0.004	0.0	0.0	0.0	0.0	0.0	0.608	0.9	0.609	0.885	0.588	0.024	0.316	0.025	0.301	0.004	0.024	0.316	0.025	0.301	0.004
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.026	0.0	0.022	0.022	0.0	0.05	0.0	0.046	0.046	0.0	0.014	0.0	0.011	0.01	0.0	0.107	0.0	0.104	0.103	0.0	0.015	0.0	0.011	0.011	0.0
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.015	0.021	0.2	0.022	0.0	0.002	0.008	0.187	0.01	0.0	0.848	0.854	1.033	0.856	0.0	0.056	0.062	0.241	0.064	0.0	0.018	0.024	0.203	0.025	0.0
CPI-SS086CB298F	APLN_APLNR	simple:Q9ULZ1	simple:P35414	APLN	APLNR	True	False	True	curated	False	Ligand-Receptor	Signaling by Apelin	0.005	0.28	0.0	0.044	0.0	0.381	0.656	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.285	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E4E83C2E	BDNF_NGFR	simple:P23560	simple:P08138	BDNF	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.053	0.021	0.0	0.113	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.031	0.0	0.123	0.038	0.0	0.0	0.0	0.0	0.0
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.004	0.0	0.0	0.098	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.108	0.014	0.0	0.0	0.0	0.0	0.0
CPI-SS0E3AA6B7B	NTN4_NTRK2	simple:Q9HB63	simple:Q16620	NTN4	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.002	0.0	0.0	0.096	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.099	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.224	0.079	0.022	0.04	0.097	0.0	0.0	0.0	0.0	0.0	0.223	0.078	0.021	0.039	0.096	0.222	0.077	0.02	0.038	0.095	0.224	0.078	0.022	0.039	0.097
CPI-SS0626DF0EB	LRRTM3_NRXN1	simple:Q86VH5	simple:Q9ULB1	LRRTM3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.225	0.08	0.023	0.041	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.08	0.024	0.041	0.098	0.247	0.102	0.045	0.063	0.12
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.222	0.077	0.021	0.038	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.228	0.083	0.026	0.044	0.101	0.223	0.077	0.021	0.038	0.096
CPI-SS0CCB5F46B	NLGN4Y_NRXN1	simple:Q8NFZ3	simple:Q9ULB1	NLGN4Y	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.231	0.086	0.03	0.047	0.104	0.273	0.128	0.071	0.089	0.146	0.225	0.08	0.023	0.041	0.098	0.251	0.105	0.049	0.066	0.124	0.225	0.08	0.023	0.04	0.098
CPI-SS093707FE0	CLSTN2_NRXN2	simple:Q9H4D0	simple:P58401	CLSTN2	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.004	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.007	0.0	0.002	0.0	0.0	0.006	0.0	0.004	0.0	0.0	0.008	0.0
CPI-SS08D8F6957	LRRTM3_NRXN2	simple:Q86VH5	simple:P58401	LRRTM3	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.005	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.01	0.0	0.027	0.0	0.0	0.031	0.0
CPI-SS06157E5AF	LRRTM4_NRXN2	simple:Q86VH4	simple:P58401	LRRTM4	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.003	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.012	0.0	0.003	0.0	0.0	0.007	0.0
CPI-SS07C26C799	NLGN4Y_NRXN2	simple:Q8NFZ3	simple:P58401	NLGN4Y	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.012	0.0	0.0	0.016	0.0	0.053	0.0	0.0	0.057	0.0	0.005	0.0	0.0	0.009	0.0	0.031	0.0	0.0	0.035	0.0	0.005	0.0	0.0	0.009	0.0
CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.114	0.136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.054	0.0	0.0	0.0	0.15	0.172	0.0	0.0	0.0	0.037	0.059	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.0	0.0	0.005	0.0	0.013	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.113	0.388	0.115	0.211	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.306	0.033	0.129	0.0	0.149	0.424	0.151	0.247	0.0	0.036	0.311	0.038	0.134	0.0
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.011	0.286	0.013	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.096	0.371	0.098	0.194	0.0	0.014	0.289	0.016	0.112	0.0	0.007	0.282	0.009	0.105	0.0
CPI-CS0406B0B69	Cholesterol_byLIPA_RORA	complex:Cholesterol_byLIPA	simple:P35398		RORA	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol	0.134	0.105	0.13	0.102	0.129	0.311	0.282	0.306	0.278	0.306	0.198	0.169	0.194	0.166	0.193	0.409	0.38	0.405	0.377	0.404	0.136	0.107	0.132	0.104	0.131
CPI-SS0F62347D4	C1QL1_ADGRB3	simple:O75973	simple:O60242	C1QL1	ADGRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	0.015	0.029	0.0	0.026	0.016	0.0	0.0	0.0	0.0	0.0	0.01	0.023	0.0	0.02	0.01	0.012	0.025	0.0	0.022	0.012	0.008	0.022	0.0	0.019	0.009
CPI-SC0037338E6	IHH_PTCH_BOC_transmembrane_receptor	simple:Q14623	complex:PTCH_BOC_transmembrane_receptor	IHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Indian hedgehog	0.012	0.009	0.001	0.027	0.01	0.0	0.0	0.0	0.0	0.0	0.034	0.031	0.022	0.049	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0C3E862AA	IHH_PTCH_GAS1_transmembrane_receptor	simple:Q14623	complex:PTCH_GAS1_transmembrane_receptor	IHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Indian hedgehog	0.003	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS055233B99	IHH_HHIP	simple:Q14623	simple:Q96QV1	IHH	HHIP	True	False	False	curated	False	Ligand-Ligand	Signaling by Indian hedgehog	0.001	0.012	0.0	0.018	0.005	0.0	0.0	0.0	0.0	0.0	0.023	0.034	0.0	0.039	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D8632EB4	EDN1_EDNRA	simple:P05305	simple:P25101	EDN1	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.059	0.0	0.013	0.058	0.024	0.1	0.0	0.053	0.098	0.065	0.092	0.0	0.046	0.091	0.057	0.126	0.0	0.079	0.125	0.091	0.063	0.0	0.016	0.061	0.027
