id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|PV	CM|UN	EC|CM	EC|EC	EC|EP	EC|PV	EC|UN	EP|CM	EP|EC	EP|EP	EP|PV	EP|UN	PV|CM	PV|EC	PV|EP	PV|PV	PV|UN	UN|CM	UN|EC	UN|EP	UN|PV	UN|UN
CPI-SS0D681D90E	SDC2_ADGRA2	simple:P34741	simple:Q96PE1	SDC2	ADGRA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Syndecan	0.138	0.19	0.115	0.309	0.124	0.038	0.09	0.014	0.208	0.024	0.511	0.563	0.487	0.681	0.497	0.29	0.343	0.267	0.461	0.276	0.066	0.118	0.042	0.236	0.052
CPI-SS02A8BD654	TAC1_TACR1	simple:P20366	simple:P25103	TAC1	TACR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.011	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.352	0.0	0.0	0.356	0.0	0.023	0.0	0.0	0.027	0.0
CPI-SS05A3055C3	TNFSF10_TNFRSF11B	simple:P50591	simple:O00300	TNFSF10	TNFRSF11B	True	False	False	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.001	0.013	0.007	0.002	0.0	0.151	0.162	0.156	0.152	0.0	0.05	0.062	0.055	0.051	0.0	0.004	0.015	0.009	0.005	0.0	0.006	0.018	0.012	0.007	0.0
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.661	1.369	0.537	0.56	0.591	0.271	0.979	0.147	0.17	0.201	0.684	1.393	0.561	0.584	0.614	0.386	1.094	0.262	0.285	0.316	0.736	1.444	0.612	0.635	0.666
CPI-SS0786D3749	WNT2B_FRZB	simple:Q93097	simple:Q92765	WNT2B	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.126	0.013	0.013	0.173	0.043	0.138	0.025	0.024	0.185	0.055	0.13	0.017	0.016	0.177	0.046	0.13	0.017	0.017	0.177	0.047	0.128	0.015	0.014	0.175	0.044
CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	WNT4	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.119	0.006	0.005	0.166	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS007954822	WNT5A_FRZB	simple:P41221	simple:Q92765	WNT5A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.138	0.025	0.025	0.185	0.055	0.146	0.033	0.032	0.193	0.063	0.137	0.024	0.023	0.184	0.054	0.224	0.111	0.11	0.271	0.141	0.128	0.015	0.014	0.175	0.045
CPI-SS0EBBBD522	WNT9A_FRZB	simple:O14904	simple:Q92765	WNT9A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.119	0.006	0.005	0.166	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05207EFF8	WNT2B_SFRP1	simple:Q93097	simple:Q8N474	WNT2B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.687	0.177	0.116	0.743	0.248	0.698	0.189	0.128	0.754	0.259	0.69	0.181	0.119	0.746	0.251	0.691	0.181	0.12	0.747	0.252	0.688	0.179	0.117	0.744	0.249
CPI-SS036707F4C	WNT4_SFRP1	simple:P56705	simple:Q8N474	WNT4	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.679	0.17	0.109	0.736	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F1E79A03	WNT5A_SFRP1	simple:P41221	simple:Q8N474	WNT5A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.699	0.189	0.128	0.755	0.26	0.706	0.197	0.136	0.762	0.267	0.697	0.188	0.126	0.753	0.258	0.784	0.275	0.214	0.84	0.345	0.688	0.179	0.118	0.744	0.249
CPI-SS0A93EEAEB	WNT9A_SFRP1	simple:O14904	simple:Q8N474	WNT9A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.679	0.17	0.109	0.736	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08643DD8A	WNT2B_SFRP2	simple:Q93097	simple:Q96HF1	WNT2B	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.009	0.009	0.0	0.058	0.0	0.02	0.02	0.0	0.07	0.0	0.012	0.012	0.0	0.062	0.0	0.012	0.013	0.0	0.062	0.0	0.01	0.01	0.0	0.06	0.0
CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	WNT4	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.001	0.001	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	WNT5A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.021	0.021	0.0	0.07	0.0	0.028	0.028	0.0	0.078	0.0	0.019	0.019	0.0	0.069	0.0	0.106	0.106	0.0	0.156	0.0	0.01	0.01	0.0	0.06	0.0
CPI-SS00877D499	WNT9A_SFRP2	simple:O14904	simple:Q96HF1	WNT9A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.001	0.001	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS010F961E8	WNT2B_WIF1	simple:Q93097	simple:Q9Y5W5	WNT2B	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.008	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
CPI-SS068E97BDA	WNT4_WIF1	simple:P56705	simple:Q9Y5W5	WNT4	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03C93A8FE	WNT5A_WIF1	simple:P41221	simple:Q9Y5W5	WNT5A	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.02	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
CPI-SS04662DF1A	WNT9A_WIF1	simple:O14904	simple:Q9Y5W5	WNT9A	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0BDF87EA3	GDNF_RET_receptor_1	simple:P39905	complex:RET_receptor_1	GDNF		True	False	True	curated	False	Ligand-Receptor		0.001	0.001	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.009	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		0.008	0.79	0.01	0.081	0.017	0.79	1.572	0.791	0.863	0.799	0.01	0.791	0.011	0.083	0.018	0.081	0.863	0.083	0.154	0.09	0.017	0.799	0.018	0.09	0.025
CPI-SS00577086D	FTL_SCARA5	simple:P02792	simple:Q6ZMJ2	FTL	SCARA5	False	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	1.82	0.0	0.0	0.0	0.0	1.979	0.0	0.0	0.0	0.0	2.524	0.0	0.0	0.0	0.0	1.91	0.0	0.0	0.0	0.0	1.257	0.0
